time_s,accel_corrected_m_s2,vel_m_s,disp_m
1.9100,-1.402522,0.234369,0.182053
1.9200,-1.307304,0.220820,0.184329
1.9300,-1.363807,0.207464,0.186470
1.9400,-1.443473,0.193428,0.188475
1.9500,-0.798446,0.182218,0.190353
1.9600,-0.252984,0.176961,0.192149
1.9700,0.113576,0.176264,0.193915
1.9800,0.314782,0.178406,0.195688
1.9900,0.494023,0.182450,0.197493
2.0000,0.635713,0.188098,0.199345
2.0100,0.641968,0.194487,0.201258
2.0200,0.388855,0.199641,0.203229
2.0300,0.543671,0.204303,0.205249
2.0400,0.311534,0.208579,0.207313
2.0500,0.113470,0.210704,0.209410
2.0600,0.102357,0.211784,0.211522
2.0700,-0.090722,0.211842,0.213640
2.0800,-0.374418,0.209516,0.215747
2.0900,-0.337739,0.205955,0.217824
2.1000,-0.468800,0.201923,0.219864
2.1100,-0.715144,0.196003,0.221853
2.1200,-0.722358,0.188815,0.223777
2.1300,-0.916039,0.180623,0.225625
2.1400,-0.304220,0.174522,0.227400
2.1500,-0.371077,0.171146,0.229129
2.1600,-0.002664,0.169277,0.230831
2.1700,0.470362,0.171615,0.232535
2.1800,0.162413,0.174779,0.234267
2.1900,0.119736,0.176190,0.236022
2.2000,0.436216,0.178970,0.237798
2.2100,-0.610445,0.178099,0.239583
2.2200,-0.330111,0.173396,0.241341
2.2300,0.189487,0.172693,0.243071
2.2400,0.393016,0.175605,0.244813
2.2500,0.997745,0.182559,0.246603
2.2600,1.692277,0.196009,0.248496
2.2700,1.641281,0.212677,0.250540
2.2800,1.723232,0.229500,0.252751
2.2900,1.350879,0.244870,0.255122
2.3000,1.575543,0.259502,0.257644
2.3100,1.126450,0.273012,0.260307
2.3200,1.222731,0.284758,0.263096
2.3300,1.448231,0.298113,0.266010
2.3400,1.278406,0.311746,0.269059
2.3500,1.471386,0.325495,0.272246
2.3600,1.352719,0.339616,0.275571
2.3700,1.539727,0.354078,0.279040
2.3800,1.385512,0.368704,0.282653
2.3900,0.751851,0.379391,0.286394
2.4000,0.707329,0.386687,0.290224
2.4100,0.647725,0.393462,0.294125
2.4200,0.673184,0.400067,0.298093
2.4300,0.400755,0.405436,0.302120
2.4400,0.095570,0.407918,0.306187
2.4500,0.197393,0.409383,0.310273
2.4600,-0.205448,0.409342,0.314367
2.4700,-0.828040,0.404175,0.318435
2.4800,-0.758895,0.396240,0.322437
2.4900,-1.071941,0.387086,0.326353
2.5000,-1.838340,0.372535,0.330152
2.5100,-1.854755,0.354069,0.333785
2.5200,-2.211411,0.333738,0.337224
2.5300,-2.976610,0.307798,0.340431
2.5400,-2.911413,0.278358,0.343362
2.5500,-2.525026,0.251176,0.346010
2.5600,-3.369019,0.221706,0.348374
2.5700,-3.208080,0.188820,0.350427
2.5800,-3.033921,0.157610,0.352159
2.5900,-3.080583,0.127038,0.353582
2.6000,-3.126538,0.096002,0.354697
2.6100,-2.372553,0.068507,0.355520
2.6200,-2.284944,0.045219,0.356089
2.6300,-1.867835,0.024455,0.356437
2.6400,-1.771151,0.006260,0.356590
2.6500,-2.247105,-0.013831,0.356553
2.6600,-2.874280,-0.039438,0.356286
2.6700,-2.876257,-0.068191,0.355748
2.6800,-2.903535,-0.097090,0.354922
2.6900,-2.341879,-0.123317,0.353820
2.7000,-2.814166,-0.149097,0.352458
2.7100,-3.394654,-0.180141,0.350811
2.7200,-3.089751,-0.212563,0.348848
2.7300,-3.160098,-0.243812,0.346566
2.7400,-3.802405,-0.278625,0.343954
2.7500,-3.455444,-0.314914,0.340986
2.7600,-3.148584,-0.347934,0.337672
2.7700,-2.558151,-0.376468,0.334050
2.7800,-1.995357,-0.399235,0.330171
2.7900,-1.852951,-0.418477,0.326083
2.8000,-1.735240,-0.436418,0.321808
2.8100,-1.568585,-0.452937,0.317362
2.8200,-1.918633,-0.470373,0.312745
2.8300,-1.964974,-0.489791,0.307944
2.8400,-1.915562,-0.509194,0.302949
2.8500,-2.544040,-0.531492,0.297746
2.8600,-2.522490,-0.556824,0.292304
2.8700,-1.846246,-0.578668,0.286627
2.8800,-1.252564,-0.594162,0.280763
2.8900,-1.068304,-0.605766,0.274763
2.9000,-0.007820,-0.611147,0.268678
2.9100,0.001039,-0.611181,0.262567
2.9200,-0.573244,-0.614042,0.256441
2.9300,-0.882638,-0.621321,0.250264
2.9400,-1.419445,-0.632832,0.243993
2.9500,-1.266155,-0.646260,0.237598
2.9600,-1.151566,-0.658348,0.231075
2.9700,-1.163744,-0.669925,0.224433
2.9800,-1.130790,-0.681398,0.217677
2.9900,-0.283170,-0.688467,0.210827
3.0000,0.339858,-0.688184,0.203944
3.0100,1.281977,-0.680075,0.197103
3.0200,1.045879,-0.668436,0.190360
3.0300,1.321880,-0.656597,0.183735
3.0400,1.647061,-0.641752,0.177243
3.0500,0.924832,-0.628893,0.170890
3.0600,0.457782,-0.621980,0.164636
3.0700,1.162901,-0.613876,0.158456
3.0800,0.373474,-0.606194,0.152356
3.0900,-1.075306,-0.609703,0.146277
3.1000,-0.974702,-0.619953,0.140128
3.1100,0.004018,-0.624807,0.133905
3.1200,0.841990,-0.620577,0.127678
3.1300,1.639772,-0.608168,0.121534
3.1400,1.530544,-0.592316,0.115531
3.1500,1.228078,-0.578523,0.109677
3.1600,1.531932,-0.564723,0.103961
3.1700,1.954478,-0.547291,0.098401
3.1800,2.036703,-0.527335,0.093028
3.1900,1.990624,-0.507199,0.087855
3.2000,2.065043,-0.486920,0.082885
3.2100,2.031641,-0.466437,0.078118
3.2200,3.311953,-0.439719,0.073587
3.2300,3.940089,-0.403459,0.069371
3.2400,4.862133,-0.359448,0.065557
3.2500,5.328484,-0.308495,0.062217
3.2600,4.136971,-0.261167,0.059369
3.2700,3.204417,-0.224460,0.056940
3.2800,4.481129,-0.186033,0.054888
3.2900,4.264533,-0.142304,0.053246
3.3000,4.077400,-0.100595,0.052032
3.3100,3.667498,-0.061870,0.051219
3.3200,4.271549,-0.022175,0.050799
3.3300,3.262952,0.015498,0.050766
3.3400,1.818181,0.040903,0.051048
3.3500,0.598034,0.052984,0.051517
3.3600,0.042579,0.056187,0.052063
3.3700,-0.530045,0.053750,0.052613
3.3800,-0.281092,0.049694,0.053130
3.3900,-0.235363,0.047112,0.053614
3.4000,-1.011700,0.040877,0.054054
3.4100,-1.422325,0.028707,0.054402
3.4200,-1.800849,0.012591,0.054608
3.4300,-1.475957,-0.003793,0.054652
3.4400,-2.572167,-0.024034,0.054513
3.4500,-3.222432,-0.053007,0.054128
3.4600,-1.863403,-0.078436,0.053471
3.4700,-1.209875,-0.093802,0.052610
3.4800,-0.722631,-0.103465,0.051623
3.4900,-0.862848,-0.111392,0.050549
3.5000,-1.436988,-0.122891,0.049378
3.5100,-2.163692,-0.140895,0.048059
3.5200,-2.312975,-0.163278,0.046538
3.5300,-0.837964,-0.179033,0.044826
3.5400,-0.499697,-0.185721,0.043003
3.5500,-0.512825,-0.190784,0.041120
3.5600,-0.179783,-0.194247,0.039195
3.5700,0.086753,-0.194712,0.037250
3.5800,0.111437,-0.193721,0.035308
3.5900,-0.227436,-0.194301,0.033368
3.6000,-0.472371,-0.197800,0.031407
3.6100,-0.124243,-0.200783,0.029414
3.6200,0.375316,-0.199528,0.027413
3.6300,0.039291,-0.197455,0.025428
3.6400,0.835492,-0.193081,0.023475
3.6500,1.339813,-0.182204,0.021599
3.6600,2.107426,-0.164968,0.019863
3.6700,2.571228,-0.141575,0.018330
3.6800,3.853965,-0.109449,0.017075
3.6900,3.655622,-0.071901,0.016168
3.7000,4.321075,-0.032017,0.015649
3.7100,3.735359,0.008265,0.015530
3.7200,3.275533,0.043319,0.015788
3.7300,3.190635,0.075650,0.016383
3.7400,2.276713,0.102987,0.017276
3.7500,1.872400,0.123732,0.018410
3.7600,1.585763,0.141023,0.019733
3.7700,0.781988,0.152862,0.021203
3.7800,1.251761,0.163031,0.022782
3.7900,1.760274,0.178091,0.024488
3.8000,3.091366,0.202349,0.026390
3.8100,3.752515,0.236568,0.028585
3.8200,2.803634,0.269349,0.031114
3.8300,2.698628,0.296860,0.033945
3.8400,2.815030,0.324429,0.037052
3.8500,3.143668,0.354222,0.040445
3.8600,2.922841,0.384555,0.044139
3.8700,1.413399,0.406236,0.048093
3.8800,0.161551,0.414111,0.052194
3.8900,-0.501860,0.412409,0.056327
3.9000,-1.028500,0.404757,0.060413
3.9100,-0.917579,0.395027,0.064412
3.9200,-0.411422,0.388382,0.068329
3.9300,-0.514286,0.383753,0.072190
3.9400,-2.112674,0.370619,0.075961
3.9500,-2.932252,0.345394,0.079541
3.9600,-3.108985,0.315188,0.082844
3.9700,-2.330518,0.287990,0.085860
3.9800,-3.232612,0.260175,0.088601
3.9900,-3.566203,0.226181,0.091033
4.0000,-3.500928,0.190845,0.093118
4.0100,-4.091992,0.152880,0.094837
4.0200,-4.316764,0.110837,0.096155
4.0300,-3.880083,0.069852,0.097059
4.0400,-4.079000,0.030057,0.097558
4.0500,-3.759298,-0.009135,0.097663
4.0600,-4.055406,-0.048208,0.097376
4.0700,-4.485579,-0.090913,0.096681
4.0800,-4.582235,-0.136252,0.095545
4.0900,-4.554123,-0.181934,0.093954
4.1000,-3.501490,-0.222212,0.091933
4.1100,-3.804614,-0.258742,0.089528
4.1200,-3.609967,-0.295815,0.086755
4.1300,-2.498553,-0.326358,0.083645
4.1400,-2.045850,-0.349080,0.080267
4.1500,-1.035899,-0.364489,0.076700
4.1600,-1.034086,-0.374839,0.073003
4.1700,-1.646772,-0.388243,0.069188
4.1800,-2.279563,-0.407875,0.065207
4.1900,-1.599976,-0.427272,0.061031
4.2000,-1.389660,-0.442220,0.056684
4.2100,-1.868123,-0.458509,0.052180
4.2200,-1.926859,-0.477484,0.047500
4.2300,-1.709364,-0.495665,0.042634
4.2400,-1.601986,-0.512222,0.037595
4.2500,-1.237213,-0.526418,0.032402
4.2600,-2.273165,-0.543970,0.027050
4.2700,-2.414200,-0.567407,0.021493
4.2800,-1.783107,-0.588393,0.015714
4.2900,-1.186712,-0.603242,0.009756
4.3000,-0.375294,-0.611053,0.003684
4.3100,-1.318343,-0.619521,-0.002469
4.3200,-2.326471,-0.637745,-0.008755
4.3300,-2.252582,-0.660640,-0.015247
4.3400,-1.924162,-0.681524,-0.021958
4.3500,-2.269337,-0.702491,-0.028878
4.3600,-1.524680,-0.721461,-0.035998
4.3700,-1.443735,-0.736303,-0.043286
4.3800,-1.405204,-0.750548,-0.050721
4.3900,-1.085326,-0.763001,-0.058288
4.4000,-1.516410,-0.776009,-0.065983
4.4100,-1.626412,-0.791724,-0.073822
4.4200,-2.232642,-0.811019,-0.081836
4.4300,-1.335565,-0.828860,-0.090035
4.4400,-0.368822,-0.837382,-0.098366
4.4500,0.170860,-0.838372,-0.106745
4.4600,2.408732,-0.825474,-0.115064
4.4700,2.095525,-0.802952,-0.123207
4.4800,2.014015,-0.782405,-0.131133
4.4900,2.599290,-0.759338,-0.138842
4.5000,1.995563,-0.736364,-0.146321
4.5100,1.620434,-0.718284,-0.153594
4.5200,2.763458,-0.696364,-0.160667
4.5300,1.582259,-0.674636,-0.167522
4.5400,2.010143,-0.656674,-0.174179
4.5500,2.861754,-0.632314,-0.180623
4.5600,2.212857,-0.606941,-0.186820
4.5700,1.890814,-0.586423,-0.192787
4.5800,2.365478,-0.565141,-0.198544
4.5900,2.697967,-0.539824,-0.204069
4.6000,2.457076,-0.514049,-0.209339
4.6100,2.036571,-0.491581,-0.214367
4.6200,2.348310,-0.469656,-0.219173
4.6300,1.387149,-0.450979,-0.223776
4.6400,1.732853,-0.435379,-0.228208
4.6500,2.273382,-0.415348,-0.232462
4.6600,2.384624,-0.392058,-0.236499
4.6700,1.838607,-0.370942,-0.240314
4.6800,2.916582,-0.347166,-0.243904
4.6900,3.304848,-0.316059,-0.247220
4.7000,2.699378,-0.286037,-0.250231
4.7100,2.592560,-0.259578,-0.252959
4.7200,2.437771,-0.234426,-0.255429
4.7300,2.535807,-0.209558,-0.257649
4.7400,1.756275,-0.188098,-0.259637
4.7500,1.937150,-0.169631,-0.261426
4.7600,2.070369,-0.149593,-0.263022
4.7700,1.648245,-0.131000,-0.264425
4.7800,1.235390,-0.116582,-0.265663
4.7900,2.294940,-0.098930,-0.266740
4.8000,1.097864,-0.081966,-0.267645
4.8100,1.550301,-0.068725,-0.268398
4.8200,3.219925,-0.044874,-0.268966
4.8300,3.189123,-0.012829,-0.269255
4.8400,3.831300,0.022273,-0.269207
4.8500,4.494727,0.063903,-0.268777
4.8600,4.204597,0.107400,-0.267920
4.8700,3.666709,0.146756,-0.266649
4.8800,2.841319,0.179297,-0.265019
4.8900,2.477029,0.205888,-0.263093
4.9000,2.976511,0.233156,-0.260898
4.9100,2.449536,0.260286,-0.258431
4.9200,2.216008,0.283614,-0.255711
4.9300,2.507679,0.307232,-0.252757
4.9400,2.548362,0.332513,-0.249558
4.9500,2.517250,0.357841,-0.246106
4.9600,2.121805,0.381036,-0.242412
4.9700,0.596773,0.394629,-0.238534
4.9800,0.335989,0.399293,-0.234564
4.9900,0.605607,0.404001,-0.230548
5.0000,-0.620278,0.403927,-0.226508
5.0100,-1.432113,0.393665,-0.222520
5.0200,-2.030248,0.376353,-0.218670
5.0300,-2.406632,0.354169,-0.215017
5.0400,-1.065661,0.336808,-0.211562
5.0500,-0.946326,0.326748,-0.208245
5.0600,-0.887634,0.317578,-0.205023
5.0700,-1.086800,0.307706,-0.201897
5.0800,-1.484595,0.294849,-0.198884
5.0900,-1.067022,0.282091,-0.195999
5.1000,-0.299625,0.275257,-0.193212
5.1100,-0.557139,0.270974,-0.190481
5.1200,-2.043997,0.257968,-0.187837
5.1300,-1.811263,0.238692,-0.185353
5.1400,-0.261698,0.228327,-0.183018
5.1500,-1.234055,0.220848,-0.180772
5.1600,-0.500355,0.212176,-0.178607
5.1700,0.502820,0.212188,-0.176485
5.1800,-0.450345,0.212451,-0.174362
5.1900,0.383689,0.212117,-0.172239
5.2000,-0.613824,0.210967,-0.170124
5.2100,0.229332,0.209044,-0.168024
5.2200,0.910123,0.214742,-0.165905
5.2300,0.229347,0.220439,-0.163729
5.2400,1.022526,0.226698,-0.161493
5.2500,1.523448,0.239428,-0.159163
5.2600,1.427887,0.254185,-0.156695
5.2700,0.905237,0.265850,-0.154094
5.2800,-0.167935,0.269537,-0.151418
5.2900,0.251744,0.269956,-0.148720
5.3000,-0.189076,0.270269,-0.146019
5.3100,-0.468091,0.266983,-0.143333
5.3200,-1.617212,0.256557,-0.140715
5.3300,-1.339697,0.241772,-0.138223
5.3400,-1.334165,0.228403,-0.135872
5.3500,-2.153530,0.210965,-0.133676
5.3600,-1.567322,0.192360,-0.131659
5.3700,-1.063321,0.179207,-0.129801
5.3800,-0.934867,0.169216,-0.128059
5.3900,-1.169768,0.158693,-0.126419
5.4000,-1.429127,0.145699,-0.124898
5.4100,-0.309888,0.137003,-0.123484
5.4200,0.803823,0.139473,-0.122102
5.4300,2.260429,0.154794,-0.120630
5.4400,2.794940,0.180071,-0.118956
5.4500,4.299614,0.215544,-0.116978
5.4600,5.526313,0.264674,-0.114577
5.4700,5.461843,0.319614,-0.111655
5.4800,3.789619,0.365872,-0.108228
5.4900,4.131525,0.405477,-0.104371
5.5000,3.967767,0.445974,-0.100114
5.5100,5.089184,0.491259,-0.095428
5.5200,4.365900,0.538534,-0.090279
5.5300,4.225110,0.581489,-0.084679
5.5400,3.719580,0.621213,-0.078665
5.5500,4.828926,0.663955,-0.072239
5.5600,4.846509,0.712332,-0.065358
5.5700,4.630996,0.759720,-0.057998
5.5800,4.089692,0.803323,-0.050182
5.5900,4.513294,0.846338,-0.041934
5.6000,4.029732,0.889053,-0.033257
5.6100,3.787628,0.928140,-0.024171
5.6200,2.080651,0.957482,-0.014743
5.6300,1.777882,0.976774,-0.005072
5.6400,1.792843,0.994628,0.004785
5.6500,2.205026,1.014617,0.014831
5.6600,1.275115,1.032018,0.025065
5.6700,0.981280,1.043300,0.035441
5.6800,1.366060,1.055037,0.045933
5.6900,0.467387,1.064204,0.056529
5.7000,-0.931092,1.061885,0.067160
5.7100,-1.042329,1.052018,0.077729
5.7200,-2.137522,1.036119,0.088170
5.7300,-2.236018,1.014251,0.098422
5.7400,-2.323810,0.991452,0.108450
5.7500,-1.444147,0.972612,0.118270
5.7600,-3.056935,0.950107,0.127884
5.7700,-3.120912,0.919218,0.137231
5.7800,-4.140787,0.882909,0.146241
5.7900,-3.649815,0.843956,0.154876
5.8000,-3.384466,0.808785,0.163139
5.8100,-2.946554,0.777130,0.171069
5.8200,-1.717192,0.753811,0.178724
5.8300,-0.906587,0.740692,0.186196
5.8400,-1.606166,0.728128,0.193540
5.8500,-0.617776,0.717009,0.200766
5.8600,-1.313719,0.707351,0.207888
5.8700,-0.975391,0.695905,0.214904
5.8800,0.031680,0.691187,0.221839
5.8900,-0.580551,0.688443,0.228738
5.9000,-0.111350,0.684983,0.235605
5.9100,0.862232,0.688737,0.242473
5.9200,-1.769833,0.684199,0.249338
5.9300,-3.086545,0.659918,0.256059
5.9400,-4.119990,0.623885,0.262478
5.9500,-5.644335,0.575063,0.268472
5.9600,-5.367041,0.520006,0.273948
5.9700,-6.017897,0.463082,0.278863
5.9800,-7.302725,0.396479,0.283161
5.9900,-8.178746,0.319071,0.286739
6.0000,-7.076070,0.242797,0.289548
6.0100,-6.269033,0.176072,0.291642
6.0200,-5.694985,0.116252,0.293104
6.0300,-3.971449,0.067919,0.294025
6.0400,-4.085551,0.027634,0.294503
6.0500,-4.498231,-0.015285,0.294564
6.0600,-2.954149,-0.052546,0.294225
6.0700,-3.783165,-0.086233,0.293531
6.0800,-3.679671,-0.123547,0.292482
6.0900,-3.702090,-0.160456,0.291062
6.1000,-3.555230,-0.196743,0.289276
6.1100,-2.387872,-0.226458,0.287160
6.1200,-0.527502,-0.241035,0.284823
6.1300,0.251307,-0.242416,0.282406
6.1400,-0.148743,-0.241903,0.279984
6.1500,1.207791,-0.236608,0.277591
6.1600,0.297327,-0.229082,0.275263
6.1700,-0.495427,-0.230073,0.272967
6.1800,0.015690,-0.232471,0.270655
6.1900,0.326616,-0.230760,0.268338
6.2000,1.148251,-0.223386,0.266068
6.2100,0.797553,-0.213657,0.263882
6.2200,1.334806,-0.202995,0.261799
6.2300,-0.068152,-0.196662,0.259801
6.2400,-0.675020,-0.200377,0.257816
6.2500,-0.979674,-0.208651,0.255771
6.2600,-2.006361,-0.223581,0.253609
6.2700,-0.889040,-0.238058,0.251301
6.2800,-0.433629,-0.244671,0.248888
6.2900,0.597029,-0.243854,0.246445
6.3000,1.184130,-0.234949,0.244051
6.3100,1.482072,-0.221618,0.241768
6.3200,2.353854,-0.202438,0.239648
6.3300,1.211783,-0.184610,0.237713
6.3400,1.621858,-0.170442,0.235937
6.3500,1.417568,-0.155244,0.234309
6.3600,1.360209,-0.141356,0.232826
6.3700,1.641933,-0.126345,0.231487
6.3800,1.732598,-0.109472,0.230308
6.3900,1.747552,-0.092071,0.229301
6.4000,1.105727,-0.077805,0.228451
6.4100,0.318107,-0.070686,0.227709
6.4200,0.906098,-0.064565,0.227032
6.4300,0.580568,-0.057132,0.226424
6.4400,1.028356,-0.049087,0.225893
6.4500,2.408229,-0.031904,0.225488
6.4600,2.387054,-0.007928,0.225289
6.4700,2.916288,0.018589,0.225342
6.4800,2.565342,0.045997,0.225665
6.4900,1.817091,0.067909,0.226235
6.5000,1.382988,0.083910,0.226994
6.5100,0.507915,0.093364,0.227880
6.5200,-0.089894,0.095454,0.228824
6.5300,0.734233,0.098676,0.229795
6.5400,0.729350,0.105994,0.230818
6.5500,-1.209874,0.103591,0.231866
