time_s,accel_corrected_m_s2,vel_m_s,disp_m
4.6800,1.813235,-0.352988,-0.109584
4.6900,1.323433,-0.337305,-0.113035
4.7000,-1.162534,-0.336500,-0.116404
4.7100,-2.340268,-0.354014,-0.119857
4.7200,-4.361014,-0.387521,-0.123565
4.7300,-2.768134,-0.423167,-0.127618
4.7400,-1.167625,-0.442845,-0.131948
4.7500,0.016458,-0.448601,-0.136405
4.7600,-1.447967,-0.455759,-0.140927
4.7700,-4.307553,-0.484536,-0.145629
4.7800,-3.241362,-0.522281,-0.150663
4.7900,-1.607833,-0.546527,-0.156007
4.8000,-1.711242,-0.563122,-0.161555
4.8100,-2.272553,-0.583041,-0.167286
4.8200,-0.524849,-0.597028,-0.173186
4.8300,2.193133,-0.588687,-0.179115
4.8400,2.571181,-0.564865,-0.184883
4.8500,2.439350,-0.539813,-0.190406
4.8600,3.256488,-0.511333,-0.195662
4.8700,1.766852,-0.486217,-0.200649
4.8800,-0.513648,-0.479951,-0.205480
4.8900,-2.329939,-0.494169,-0.210351
4.9000,-3.680373,-0.524220,-0.215443
4.9100,-3.666238,-0.560953,-0.220869
4.9200,-4.597586,-0.602272,-0.226685
4.9300,-3.454787,-0.642534,-0.232909
4.9400,-1.411546,-0.666866,-0.239456
4.9500,-0.816974,-0.678009,-0.246180
4.9600,1.684958,-0.673669,-0.252939
4.9700,2.586046,-0.652314,-0.259568
4.9800,1.348930,-0.632639,-0.265993
4.9900,0.531427,-0.623237,-0.272273
5.0000,2.033367,-0.610413,-0.278441
5.0100,2.321612,-0.588638,-0.284436
5.0200,4.391984,-0.555070,-0.290155
5.0300,4.979473,-0.508213,-0.295471
5.0400,4.656658,-0.460032,-0.300312
5.0500,4.981107,-0.411843,-0.304672
5.0600,6.436113,-0.354757,-0.308505
5.0700,4.985892,-0.297647,-0.311767
5.0800,4.845890,-0.248488,-0.314497
5.0900,4.957778,-0.199470,-0.316737
5.1000,2.380032,-0.162781,-0.318548
5.1100,2.741914,-0.137171,-0.320048
5.1200,2.252576,-0.112199,-0.321295
5.1300,2.143454,-0.090219,-0.322307
5.1400,3.859833,-0.060202,-0.323059
5.1500,4.431844,-0.018744,-0.323454
5.1600,2.251652,0.014674,-0.323474
5.1700,2.084358,0.036354,-0.323219
5.1800,0.802543,0.050788,-0.322783
5.1900,-0.131431,0.054144,-0.322259
5.2000,-0.974372,0.048615,-0.321745
5.2100,-0.052505,0.043480,-0.321285
5.2200,0.521564,0.045826,-0.320838
5.2300,0.615677,0.051512,-0.320351
5.2400,-1.837662,0.045402,-0.319867
5.2500,-4.769483,0.012366,-0.319578
5.2600,-5.915019,-0.041056,-0.319721
5.2700,-5.604102,-0.098652,-0.320420
5.2800,-2.918786,-0.141266,-0.321619
5.2900,-2.087597,-0.166298,-0.323157
5.3000,2.205452,-0.165709,-0.324817
5.3100,2.778591,-0.140789,-0.326350
5.3200,4.059289,-0.106599,-0.327587
5.3300,5.455831,-0.059024,-0.328415
5.3400,4.834574,-0.007572,-0.328748
5.3500,3.605101,0.034627,-0.328613
5.3600,3.389463,0.069600,-0.328091
5.3700,4.700329,0.110049,-0.327193
5.3800,5.482493,0.160963,-0.325838
5.3900,4.974194,0.213246,-0.323967
5.4000,4.711336,0.261674,-0.321592
5.4100,2.961330,0.300037,-0.318784
5.4200,4.034989,0.335019,-0.315609
5.4300,3.049287,0.370440,-0.312081
5.4400,2.440684,0.397890,-0.308240
5.4500,0.519861,0.412693,-0.304187
5.4600,0.050133,0.415543,-0.300046
5.4700,0.931062,0.420449,-0.295866
5.4800,1.894684,0.434577,-0.291591
5.4900,0.574023,0.446921,-0.287183
5.5000,-2.295699,0.438312,-0.282757
5.5100,-2.533817,0.414165,-0.278495
5.5200,-0.472837,0.399132,-0.274428
5.5300,-1.280255,0.390366,-0.270481
5.5400,-0.880830,0.379561,-0.266631
5.5500,0.081321,0.375563,-0.262855
5.5600,0.861987,0.380280,-0.259076
5.5700,1.060257,0.389891,-0.255225
5.5800,3.543635,0.412910,-0.251211
5.5900,3.407099,0.447664,-0.246908
5.6000,1.935583,0.474377,-0.242298
5.6100,0.352778,0.485819,-0.237497
5.6200,1.279649,0.493981,-0.232598
5.6300,0.587150,0.503315,-0.227612
5.6400,1.700778,0.514755,-0.222521
5.6500,0.893357,0.527726,-0.217309
5.6600,1.488943,0.539637,-0.211972
5.6700,1.865703,0.556410,-0.206492
5.6800,-0.120032,0.565139,-0.200884
5.6900,-0.165762,0.563710,-0.195240
5.7000,1.502837,0.570395,-0.189569
5.7100,3.167041,0.593745,-0.183749
5.7200,-0.002291,0.609568,-0.177732
5.7300,-1.893652,0.600089,-0.171684
5.7400,-2.649679,0.577372,-0.165796
5.7500,-2.372151,0.552263,-0.160148
5.7600,-3.599058,0.522407,-0.154775
5.7700,-4.077373,0.484025,-0.149743
5.7800,-3.112101,0.448077,-0.145082
5.7900,-1.332548,0.425854,-0.140713
5.8000,-1.310220,0.412640,-0.136520
5.8100,-0.457396,0.403802,-0.132438
5.8200,-1.036436,0.396333,-0.128437
5.8300,0.360892,0.392955,-0.124491
5.8400,1.807774,0.403799,-0.120507
5.8500,1.937648,0.422526,-0.116375
5.8600,1.377533,0.439102,-0.112067
5.8700,1.487385,0.453426,-0.107605
5.8800,-0.137847,0.460174,-0.103037
5.8900,-2.049660,0.449236,-0.098490
5.9000,0.039722,0.439187,-0.094048
5.9100,-0.269199,0.438039,-0.089661
5.9200,0.763397,0.440510,-0.085269
5.9300,0.733457,0.447994,-0.080826
5.9400,2.253882,0.462931,-0.076271
5.9500,3.510307,0.491752,-0.071498
5.9600,4.593473,0.532271,-0.066378
5.9700,5.495545,0.582716,-0.060803
5.9800,6.685651,0.643622,-0.054671
5.9900,5.771482,0.705908,-0.047924
6.0000,4.686726,0.758199,-0.040603
6.0100,3.329937,0.798282,-0.032821
6.0200,0.742652,0.818645,-0.024736
6.0300,1.244552,0.828581,-0.016500
6.0400,-0.769844,0.830955,-0.008202
6.0500,-2.597880,0.814116,0.000023
6.0600,-4.256473,0.779844,0.007993
6.0700,-4.112012,0.738002,0.015582
6.0800,-4.438637,0.695249,0.022748
6.0900,-2.323698,0.661437,0.029532
6.1000,-2.355026,0.638043,0.036029
6.1100,-0.813413,0.622201,0.042330
6.1200,-0.886922,0.613699,0.048510
6.1300,-0.288135,0.607824,0.054618
6.1400,-1.582328,0.598472,0.060649
6.1500,-2.415374,0.578483,0.066534
6.1600,-2.401622,0.554398,0.072198
6.1700,-1.742443,0.533678,0.077639
6.1800,-0.635294,0.521789,0.082916
6.1900,-0.418523,0.516520,0.088107
6.2000,-1.628278,0.506286,0.093221
6.2100,-1.515015,0.490570,0.098206
6.2200,-2.662249,0.469683,0.103007
6.2300,-1.286784,0.449938,0.107605
6.2400,-1.823308,0.434388,0.112027
6.2500,-1.125767,0.419642,0.116297
6.2600,-2.734136,0.400343,0.120397
6.2700,-2.774771,0.372798,0.124263
6.2800,-2.814418,0.344852,0.127851
6.2900,-3.454600,0.313507,0.131143
6.3000,-2.894540,0.281762,0.134119
6.3100,-2.409509,0.255241,0.136804
6.3200,-4.200249,0.222193,0.139191
6.3300,-4.049014,0.180946,0.141207
6.3400,-4.617292,0.137615,0.142800
6.3500,-4.182704,0.093615,0.143956
6.3600,-3.241732,0.056493,0.144706
6.3700,-3.147310,0.024547,0.145112
6.3800,-3.236572,-0.007372,0.145197
6.3900,-4.910265,-0.048106,0.144920
6.4000,-5.301211,-0.099164,0.144184
6.4100,-5.868217,-0.155011,0.142913
6.4200,-4.042955,-0.204567,0.141115
6.4300,-2.862080,-0.239092,0.138897
6.4400,-2.752878,-0.267167,0.136365
6.4500,-1.801723,-0.289940,0.133580
6.4600,-2.182874,-0.309863,0.130581
6.4700,-0.564217,-0.323598,0.127413
6.4800,-1.364933,-0.333244,0.124129
6.4900,-1.163127,-0.345884,0.120734
6.5000,-0.182050,-0.352610,0.117241
6.5100,0.486156,-0.351089,0.113723
6.5200,0.095928,-0.348179,0.110226
6.5300,0.771865,-0.343840,0.106766
