time_s,accel_corrected_m_s2,vel_m_s,disp_m
0.8200,-0.099366,-0.056591,-0.016792
0.8300,-0.060076,-0.057388,-0.017362
0.8400,-0.084869,-0.058113,-0.017939
0.8500,-0.012815,-0.058601,-0.018523
0.8600,0.132068,-0.058005,-0.019106
0.8700,0.233225,-0.056178,-0.019677
0.8800,0.314701,-0.053439,-0.020225
0.8900,0.207515,-0.050828,-0.020746
0.9000,0.149025,-0.049045,-0.021246
0.9100,0.268407,-0.046958,-0.021726
0.9200,0.307866,-0.044076,-0.022181
0.9300,0.215626,-0.041459,-0.022608
0.9400,0.196104,-0.039400,-0.023013
0.9500,0.061856,-0.038111,-0.023400
0.9600,-0.004694,-0.037825,-0.023780
0.9700,0.008039,-0.037808,-0.024158
0.9800,-0.088350,-0.038210,-0.024538
0.9900,-0.293666,-0.040120,-0.024930
1.0000,-0.281149,-0.042994,-0.025345
1.0100,-0.174995,-0.045274,-0.025787
1.0200,0.043896,-0.045930,-0.026243
1.0300,0.035626,-0.045532,-0.026700
1.0400,-0.004497,-0.045377,-0.027155
1.0500,0.039354,-0.045202,-0.027608
1.0600,0.084655,-0.044582,-0.028056
1.0700,-0.062763,-0.044473,-0.028502
1.0800,0.188851,-0.043842,-0.028943
1.0900,0.190056,-0.041948,-0.029372
1.1000,0.043386,-0.040781,-0.029786
1.1100,-0.007857,-0.040603,-0.030193
1.1200,-0.011797,-0.040701,-0.030599
1.1300,0.063098,-0.040445,-0.031005
1.1400,0.196829,-0.039145,-0.031403
1.1500,0.449488,-0.035914,-0.031778
1.1600,0.205714,-0.032638,-0.032121
1.1700,0.173516,-0.030741,-0.032438
1.1800,0.212488,-0.028811,-0.032736
1.1900,0.106453,-0.027217,-0.033016
1.2000,0.353781,-0.024916,-0.033277
1.2100,0.366814,-0.021313,-0.033508
1.2200,0.437785,-0.017290,-0.033701
1.2300,0.574132,-0.012230,-0.033848
1.2400,0.329226,-0.007713,-0.033948
1.2500,0.344444,-0.004345,-0.034008
1.2600,0.132142,-0.001962,-0.034040
1.2700,0.041271,-0.001095,-0.034055
1.2800,-0.098748,-0.001382,-0.034067
1.2900,-0.337942,-0.003566,-0.034092
1.3000,-0.380452,-0.007158,-0.034146
1.3100,-0.513265,-0.011626,-0.034240
1.3200,-0.543341,-0.016909,-0.034382
1.3300,-0.266393,-0.020958,-0.034572
1.3400,-0.159947,-0.023090,-0.034792
1.3500,-0.447167,-0.026125,-0.035038
1.3600,-0.214806,-0.029435,-0.035316
1.3700,-0.347002,-0.032244,-0.035624
1.3800,-0.558584,-0.036772,-0.035969
1.3900,-0.273130,-0.040931,-0.036358
1.4000,-0.202025,-0.043306,-0.036779
1.4100,-0.094846,-0.044791,-0.037220
1.4200,-0.057951,-0.045555,-0.037671
1.4300,0.182162,-0.044934,-0.038124
1.4400,0.106955,-0.043488,-0.038566
1.4500,-0.113423,-0.043520,-0.039001
1.4600,-0.065849,-0.044417,-0.039441
1.4700,0.023223,-0.044630,-0.039886
1.4800,0.176291,-0.043632,-0.040327
1.4900,0.018749,-0.042657,-0.040759
1.5000,-0.080571,-0.042966,-0.041187
1.5100,0.288172,-0.041928,-0.041611
1.5200,0.236380,-0.039305,-0.042017
1.5300,0.473547,-0.035756,-0.042393
1.5400,0.424292,-0.031267,-0.042728
1.5500,0.244908,-0.027921,-0.043024
1.5600,0.125331,-0.026069,-0.043294
1.5700,-0.192540,-0.026406,-0.043556
1.5800,-0.310891,-0.028923,-0.043833
1.5900,-0.726973,-0.034112,-0.044148
1.6000,-0.963264,-0.042563,-0.044531
1.6100,-1.271631,-0.053738,-0.045013
1.6200,-1.077876,-0.065485,-0.045609
1.6300,-0.709500,-0.074422,-0.046308
1.6400,-0.587138,-0.080905,-0.047085
1.6500,-0.849281,-0.088087,-0.047930
1.6600,-1.464153,-0.099655,-0.048869
1.6700,-1.544473,-0.114698,-0.049940
1.6800,-1.189684,-0.128368,-0.051156
1.6900,-0.422337,-0.136429,-0.052480
1.7000,0.049744,-0.138291,-0.053853
1.7100,0.267657,-0.136704,-0.055228
1.7200,-0.074544,-0.135739,-0.056591
1.7300,0.227526,-0.134974,-0.057944
1.7400,0.571754,-0.130978,-0.059274
1.7500,0.882976,-0.123704,-0.060547
1.7600,0.924747,-0.114665,-0.061739
1.7700,0.820182,-0.105941,-0.062842
1.7800,0.921700,-0.097231,-0.063858
1.7900,0.679327,-0.089226,-0.064790
1.8000,0.631346,-0.082673,-0.065650
1.8100,0.729456,-0.075869,-0.066442
1.8200,0.662775,-0.068908,-0.067166
1.8300,0.599641,-0.062596,-0.067824
1.8400,0.447863,-0.057358,-0.068424
1.8500,0.144346,-0.054397,-0.068982
1.8600,0.372051,-0.051815,-0.069513
1.8700,0.686269,-0.046523,-0.070005
1.8800,0.531425,-0.040435,-0.070440
1.8900,0.580618,-0.034875,-0.070817
1.9000,0.591605,-0.029014,-0.071136
1.9100,0.260549,-0.024753,-0.071405
1.9200,0.180352,-0.022548,-0.071641
1.9300,0.341423,-0.019939,-0.071854
1.9400,-0.021337,-0.018339,-0.072045
1.9500,-0.303540,-0.019963,-0.072237
1.9600,-0.646695,-0.024715,-0.072460
1.9700,-0.515332,-0.030525,-0.072736
1.9800,-0.483045,-0.035517,-0.073066
1.9900,-0.528492,-0.040574,-0.073447
2.0000,-0.525581,-0.045845,-0.073879
2.0100,-0.568294,-0.051314,-0.074365
2.0200,-0.547630,-0.056894,-0.074906
2.0300,-0.168032,-0.060472,-0.075493
2.0400,0.229200,-0.060166,-0.076096
2.0500,0.499428,-0.056523,-0.076679
2.0600,0.516296,-0.051444,-0.077219
2.0700,0.415444,-0.046786,-0.077710
2.0800,0.293162,-0.043243,-0.078160
2.0900,0.225199,-0.040651,-0.078580
2.1000,-0.052292,-0.039786,-0.078982
2.1100,-0.267340,-0.041384,-0.079388
2.1200,-0.468098,-0.045062,-0.079820
2.1300,-0.234725,-0.048576,-0.080288
2.1400,-0.477715,-0.052138,-0.080792
2.1500,-0.201397,-0.055533,-0.081330
2.1600,-0.551582,-0.059298,-0.081904
2.1700,-0.130793,-0.062710,-0.082514
2.1800,-0.238644,-0.064557,-0.083151
2.1900,-0.319454,-0.067348,-0.083810
2.2000,0.270134,-0.067595,-0.084485
2.2100,0.141926,-0.065534,-0.085151
2.2200,0.669051,-0.061479,-0.085786
2.2300,0.532274,-0.055473,-0.086370
2.2400,0.517088,-0.050226,-0.086899
2.2500,0.458238,-0.045349,-0.087377
2.2600,0.376852,-0.041174,-0.087809
2.2700,0.273785,-0.037921,-0.088205
2.2800,0.402156,-0.034541,-0.088567
2.2900,0.711592,-0.028972,-0.088885
2.3000,0.816741,-0.021331,-0.089136
2.3100,0.554860,-0.014473,-0.089315
2.3200,0.279603,-0.010300,-0.089439
2.3300,-0.328478,-0.010545,-0.089543
2.3400,-0.578384,-0.015079,-0.089672
2.3500,-0.641125,-0.021176,-0.089853
2.3600,-0.501343,-0.026889,-0.090093
2.3700,-0.314847,-0.030970,-0.090382
2.3800,-0.603753,-0.035563,-0.090715
2.3900,-0.102687,-0.039095,-0.091088
2.4000,0.156423,-0.038826,-0.091478
2.4100,0.488929,-0.035599,-0.091850
2.4200,0.291854,-0.031696,-0.092187
2.4300,0.268240,-0.028895,-0.092490
2.4400,0.128235,-0.026913,-0.092769
2.4500,-0.459474,-0.028569,-0.093046
2.4600,-0.825951,-0.034996,-0.093364
2.4700,-0.589788,-0.042075,-0.093749
2.4800,-0.964599,-0.049847,-0.094209
2.4900,-1.142513,-0.060382,-0.094760
2.5000,-0.113015,-0.066660,-0.095395
2.5100,-0.284344,-0.068647,-0.096072
2.5200,-0.317917,-0.071658,-0.096773
2.5300,0.422529,-0.071135,-0.097487
2.5400,0.897964,-0.064532,-0.098166
2.5500,1.093979,-0.054573,-0.098761
2.5600,1.069583,-0.043755,-0.099253
2.5700,0.177001,-0.037522,-0.099659
2.5800,0.208844,-0.035593,-0.100025
2.5900,-0.058082,-0.034839,-0.100377
2.6000,-0.513610,-0.037697,-0.100739
2.6100,-0.386765,-0.042199,-0.101139
2.6200,0.381046,-0.042228,-0.101561
2.6300,0.610307,-0.037271,-0.101959
2.6400,0.696688,-0.030736,-0.102299
2.6500,0.738304,-0.023561,-0.102570
2.6600,1.117680,-0.014281,-0.102759
2.6700,0.657786,-0.005404,-0.102858
2.6800,0.925799,0.002514,-0.102872
2.6900,1.036064,0.012323,-0.102798
2.7000,1.189983,0.023454,-0.102619
2.7100,0.466228,0.031735,-0.102343
2.7200,0.659912,0.037365,-0.101998
2.7300,1.168863,0.046509,-0.101578
2.7400,1.275535,0.058731,-0.101052
2.7500,1.107526,0.070646,-0.100405
2.7600,0.363726,0.078003,-0.099662
2.7700,0.475127,0.082197,-0.098861
2.7800,-0.144796,0.083849,-0.098031
2.7900,0.072866,0.083489,-0.097194
2.8000,0.633527,0.087021,-0.096342
2.8100,0.359725,0.091987,-0.095446
2.8200,0.485689,0.096214,-0.094505
2.8300,0.944447,0.103365,-0.093508
2.8400,0.695749,0.111566,-0.092433
2.8500,0.446912,0.117279,-0.091289
2.8600,-0.214889,0.118439,-0.090110
2.8700,-0.811783,0.113306,-0.088951
2.8800,-1.151795,0.103488,-0.087867
2.8900,-1.527386,0.090092,-0.086899
2.9000,-1.626873,0.074321,-0.086077
2.9100,-1.332711,0.059523,-0.085408
2.9200,-1.339629,0.046161,-0.084880
2.9300,-0.594092,0.036493,-0.084467
2.9400,-0.432615,0.031359,-0.084127
2.9500,-0.428225,0.027055,-0.083835
2.9600,0.455778,0.027193,-0.083564
2.9700,0.432441,0.031634,-0.083270
2.9800,0.408422,0.035838,-0.082932
2.9900,0.513917,0.040450,-0.082551
3.0000,0.969874,0.047869,-0.082109
3.0100,0.746375,0.056450,-0.081588
3.0200,1.358177,0.066973,-0.080971
3.0300,1.157340,0.079550,-0.080238
3.0400,1.480852,0.092741,-0.079377
3.0500,1.939322,0.109842,-0.078364
3.0600,1.603721,0.127557,-0.077177
3.0700,1.309941,0.142126,-0.075828
3.0800,1.170577,0.154528,-0.074345
3.0900,0.982100,0.165292,-0.072746
3.1000,0.541365,0.172909,-0.071055
3.1100,1.099593,0.181114,-0.069285
3.1200,1.475181,0.193988,-0.067409
3.1300,0.894086,0.205834,-0.065410
3.1400,0.347476,0.212042,-0.063321
3.1500,-0.050277,0.213528,-0.061193
3.1600,-0.449658,0.211028,-0.059070
3.1700,-0.796764,0.204796,-0.056991
3.1800,-1.048791,0.195568,-0.054989
3.1900,-1.392930,0.183360,-0.053095
3.2000,-1.285300,0.169968,-0.051328
3.2100,-1.486800,0.156108,-0.049698
3.2200,-1.692888,0.140210,-0.048216
3.2300,-1.764209,0.122924,-0.046900
3.2400,-1.727811,0.105464,-0.045758
3.2500,-1.364551,0.090002,-0.044781
3.2600,-1.216891,0.077095,-0.043946
3.2700,-0.432708,0.068847,-0.043216
3.2800,-0.051098,0.066428,-0.042540
3.2900,-0.253546,0.064905,-0.041883
3.3000,-0.268985,0.062292,-0.041247
3.3100,-0.242372,0.059735,-0.040637
3.3200,-0.338432,0.056831,-0.040054
3.3300,-0.497458,0.052652,-0.039506
3.3400,-0.894052,0.045694,-0.039015
3.3500,-0.683141,0.037808,-0.038597
3.3600,-1.151184,0.028637,-0.038265
3.3700,-1.317065,0.016295,-0.038040
3.3800,-1.310889,0.003156,-0.037943
3.3900,-0.785436,-0.007326,-0.037964
3.4000,-0.974607,-0.016126,-0.038081
3.4100,-1.627572,-0.029137,-0.038308
3.4200,-1.814119,-0.046346,-0.038685
3.4300,-0.995350,-0.060393,-0.039219
3.4400,-0.634796,-0.068544,-0.039863
3.4500,-0.067259,-0.072054,-0.040566
3.4600,0.269524,-0.071043,-0.041282
3.4700,0.466171,-0.067364,-0.041974
3.4800,0.670296,-0.061682,-0.042619
3.4900,1.417711,-0.051242,-0.043184
3.5000,2.086793,-0.033719,-0.043608
3.5100,1.670269,-0.014934,-0.043852
3.5200,2.046369,0.003649,-0.043908
3.5300,2.347814,0.025620,-0.043762
3.5400,3.080448,0.052761,-0.043370
3.5500,3.451941,0.085423,-0.042679
3.5600,2.608906,0.115728,-0.041673
3.5700,1.688970,0.137217,-0.040409
3.5800,1.139055,0.151357,-0.038966
3.5900,0.930968,0.161707,-0.037400
3.6000,-0.277545,0.164974,-0.035767
3.6100,-0.935117,0.158911,-0.034147
3.6200,-0.833551,0.150068,-0.032603
3.6300,-0.395716,0.143921,-0.031133
3.6400,-0.217470,0.140855,-0.029709
3.6500,0.296184,0.141249,-0.028298
3.6600,-0.064711,0.142406,-0.026880
3.6700,-0.188993,0.141138,-0.025462
3.6800,-0.338327,0.138501,-0.024064
3.6900,-1.195827,0.130830,-0.022717
3.7000,-0.445791,0.122622,-0.021450
3.7100,-0.059353,0.120097,-0.020237
3.7200,0.440132,0.122001,-0.019026
3.7300,0.912276,0.128763,-0.017772
3.7400,0.505420,0.135851,-0.016449
3.7500,0.504761,0.140902,-0.015065
3.7600,1.083057,0.148841,-0.013617
3.7700,1.184414,0.160178,-0.012072
3.7800,1.624973,0.174225,-0.010400
3.7900,1.809608,0.191398,-0.008571
3.8000,0.448532,0.202689,-0.006601
3.8100,0.575200,0.207808,-0.004549
3.8200,0.386365,0.212615,-0.002446
3.8300,-0.621673,0.211439,-0.000326
3.8400,-0.581581,0.205423,0.001758
3.8500,-0.920984,0.197910,0.003775
3.8600,-1.860426,0.184003,0.005684
3.8700,-1.675950,0.166321,0.007436
3.8800,-0.812664,0.153878,0.009037
3.8900,-0.957685,0.145026,0.010532
3.9000,-0.329888,0.138588,0.011950
3.9100,-0.609098,0.133893,0.013312
3.9200,-1.602852,0.122834,0.014596
3.9300,-2.142835,0.104105,0.015730
3.9400,-2.169605,0.082543,0.016664
3.9500,-0.831001,0.067540,0.017414
3.9600,-0.646398,0.060153,0.018052
3.9700,-0.940907,0.052216,0.018614
3.9800,-1.100501,0.042009,0.019085
3.9900,-1.082769,0.031093,0.019451
4.0000,-1.426448,0.018547,0.019699
4.0100,-1.624126,0.003294,0.019808
4.0200,-0.650195,-0.008078,0.019784
4.0300,-0.195958,-0.012308,0.019682
4.0400,0.096156,-0.012807,0.019557
4.0500,0.483735,-0.009908,0.019443
4.0600,0.374924,-0.005615,0.019366
4.0700,0.005878,-0.003711,0.019319
4.0800,-0.269739,-0.005030,0.019275
4.0900,-0.248178,-0.007620,0.019212
4.1000,-0.768533,-0.012703,0.019111
4.1100,-0.199431,-0.017543,0.018959
4.1200,-0.246167,-0.019771,0.018773
4.1300,1.344640,-0.014279,0.018602
4.1400,1.014194,-0.002484,0.018519
4.1500,0.641986,0.005797,0.018535
4.1600,0.668015,0.012347,0.018626
4.1700,1.160136,0.021487,0.018795
4.1800,1.156419,0.033070,0.019068
4.1900,0.744826,0.042576,0.019446
4.2000,0.578111,0.049191,0.019905
4.2100,0.229861,0.053231,0.020417
4.2200,-0.392348,0.052418,0.020945
4.2300,-0.609126,0.047411,0.021444
4.2400,-1.384645,0.037442,0.021869
4.2500,-1.289919,0.024069,0.022176
4.2600,-0.321946,0.016010,0.022377
4.2700,-1.056958,0.009116,0.022502
4.2800,-0.948418,-0.000911,0.022543
4.2900,-0.537657,-0.008342,0.022497
4.3000,-1.106218,-0.016561,0.022373
4.3100,-0.741764,-0.025801,0.022161
4.3200,-0.322614,-0.031123,0.021876
4.3300,-0.067088,-0.033071,0.021555
4.3400,-0.656827,-0.036691,0.021206
4.3500,-0.385768,-0.041904,0.020813
4.3600,0.778382,-0.039941,0.020404
4.3700,0.510557,-0.033496,0.020037
4.3800,0.794828,-0.026969,0.019735
4.3900,1.168715,-0.017152,0.019514
4.4000,1.042081,-0.006098,0.019398
4.4100,0.031202,-0.000731,0.019364
4.4200,1.104786,0.004949,0.019385
4.4300,1.159031,0.016268,0.019491
4.4400,1.870073,0.031413,0.019729
4.4500,2.035539,0.050941,0.020141
4.4600,2.217684,0.072208,0.020757
4.4700,2.163912,0.094116,0.021588
4.4800,1.716444,0.113517,0.022627
4.4900,1.185309,0.128026,0.023834
4.5000,0.539929,0.136652,0.025158
4.5100,0.407957,0.141392,0.026548
4.5200,0.278951,0.144826,0.027979
4.5300,0.430187,0.148372,0.029445
4.5400,-0.240578,0.149320,0.030933
4.5500,0.009460,0.148164,0.032421
4.5600,0.923306,0.152828,0.033926
4.5700,0.720127,0.161045,0.035495
4.5800,0.561496,0.167453,0.037138
4.5900,0.056874,0.170545,0.038828
4.6000,-0.027914,0.170690,0.040534
4.6100,0.143448,0.171268,0.042244
4.6200,0.026512,0.172118,0.043961
4.6300,-0.102045,0.171740,0.045680
4.6400,0.063169,0.171546,0.047396
4.6500,0.278402,0.173253,0.049120
4.6600,-0.539752,0.171947,0.050846
4.6700,-1.406585,0.162215,0.052517
4.6800,-2.282175,0.143771,0.054047
4.6900,-2.559503,0.119563,0.055364
4.7000,-1.737996,0.098075,0.056452
4.7100,-2.512875,0.076821,0.057326
4.7200,-2.283099,0.052841,0.057975
4.7300,-2.108027,0.030885,0.058393
4.7400,-2.436745,0.008162,0.058588
4.7500,-1.482535,-0.011435,0.058572
4.7600,-1.302762,-0.025361,0.058388
4.7700,-0.613497,-0.034943,0.058087
4.7800,-0.484542,-0.040433,0.057710
4.7900,0.122445,-0.042243,0.057296
4.8000,0.955301,-0.036855,0.056901
4.8100,-0.180965,-0.032983,0.056552
4.8200,-0.131653,-0.034546,0.056214
4.8300,0.501185,-0.032698,0.055878
4.8400,0.142965,-0.029478,0.055567
4.8500,-0.184408,-0.029685,0.055271
4.8600,-0.786981,-0.034542,0.054950
4.8700,-0.232441,-0.039639,0.054579
4.8800,0.764306,-0.036979,0.054196
4.8900,1.148137,-0.027417,0.053874
4.9000,0.905999,-0.017147,0.053651
4.9100,0.415234,-0.010540,0.053513
4.9200,-0.541513,-0.011172,0.053404
4.9300,-1.535654,-0.021558,0.053241
4.9400,-0.256835,-0.030520,0.052980
4.9500,0.367945,-0.029965,0.052678
4.9600,0.286580,-0.026692,0.052394
4.9700,1.557875,-0.017470,0.052174
4.9800,2.004419,0.000342,0.052088
4.9900,1.859267,0.019660,0.052188
5.0000,2.128301,0.039598,0.052484
5.0100,0.500114,0.052740,0.052946
5.0200,-0.077217,0.054855,0.053484
5.0300,0.481861,0.056878,0.054043
5.0400,-0.146297,0.058556,0.054620
5.0500,-0.279201,0.056428,0.055195
5.0600,-0.270785,0.053678,0.055745
5.0700,0.491097,0.054780,0.056288
5.0800,0.825022,0.061360,0.056868
5.0900,0.568972,0.068330,0.057517
5.1000,1.533379,0.078842,0.058253
5.1100,1.476158,0.093890,0.059116
5.1200,0.950859,0.106025,0.060116
5.1300,0.891325,0.115236,0.061222
5.1400,0.405482,0.121720,0.062407
5.1500,-0.350854,0.121993,0.063625
5.1600,-0.109035,0.119694,0.064834
5.1700,-0.242040,0.117938,0.066022
5.1800,-0.036281,0.116547,0.067194
5.1900,-0.298647,0.114872,0.068352
5.2000,-0.562302,0.110567,0.069479
5.2100,0.016536,0.107838,0.070571
5.2200,-0.190379,0.106969,0.071645
5.2300,0.513724,0.108586,0.072723
5.2400,-0.083855,0.110735,0.073819
5.2500,-1.236360,0.104134,0.074894
5.2600,-1.754382,0.089180,0.075860
5.2700,-2.395491,0.068431,0.076648
5.2800,-2.332831,0.044789,0.077214
5.2900,-2.628544,0.019983,0.077538
5.3000,-1.998051,-0.003150,0.077622
5.3100,-1.779261,-0.022037,0.077496
5.3200,-1.539883,-0.038633,0.077193
5.3300,-0.827591,-0.050470,0.076747
5.3400,-1.906084,-0.064138,0.076174
5.3500,-1.470597,-0.081022,0.075449
5.3600,-0.760894,-0.092179,0.074583
5.3700,-0.191853,-0.096943,0.073637
5.3800,0.341366,-0.096195,0.072671
5.3900,-0.070351,-0.094840,0.071716
5.4000,-0.054853,-0.095466,0.070765
5.4100,0.621593,-0.092633,0.069824
5.4200,0.744105,-0.085804,0.068932
5.4300,1.610650,-0.074030,0.068133
5.4400,1.157725,-0.060189,0.067462
5.4500,1.049412,-0.049153,0.066915
5.4600,1.078590,-0.038513,0.066477
5.4700,0.343602,-0.031402,0.066127
5.4800,-0.816761,-0.033768,0.065801
5.4900,-0.607691,-0.040890,0.065428
5.5000,-0.193744,-0.044897,0.064999
5.5100,0.273023,-0.044501,0.064552
5.5200,-0.158239,-0.043927,0.064110
5.5300,-0.282807,-0.046132,0.063660
5.5400,-1.029925,-0.052696,0.063165
5.5500,-0.626700,-0.060979,0.062597
5.5600,-0.177428,-0.064999,0.061967
5.5700,0.070671,-0.065533,0.061315
5.5800,0.470795,-0.062826,0.060673
5.5900,0.232374,-0.059310,0.060062
5.6000,0.495311,-0.055672,0.059487
5.6100,-0.879893,-0.057595,0.058921
5.6200,-0.544172,-0.064715,0.058309
5.6300,-0.128615,-0.068079,0.057645
5.6400,-0.390961,-0.070677,0.056951
5.6500,0.275521,-0.071254,0.056242
5.6600,0.645010,-0.066651,0.055552
5.6700,1.367606,-0.056588,0.054936
5.6800,1.292920,-0.043286,0.054437
5.6900,1.296666,-0.030338,0.054069
5.7000,0.820532,-0.019752,0.053818
5.7100,0.704223,-0.012128,0.053659
5.7200,1.184461,-0.002684,0.053585
5.7300,1.041565,0.008446,0.053614
5.7400,1.305911,0.020183,0.053757
5.7500,0.765037,0.030538,0.054010
5.7600,0.440153,0.036564,0.054346
5.7700,0.165963,0.039594,0.054727
5.7800,-0.120517,0.039822,0.055124
5.7900,0.169644,0.040067,0.055523
5.8000,0.087888,0.041355,0.055930
5.8100,-0.484204,0.039373,0.056334
5.8200,-0.500347,0.034451,0.056703
5.8300,-1.045923,0.026719,0.057009
5.8400,-0.272485,0.020127,0.057243
5.8500,-0.537076,0.016079,0.057424
5.8600,-0.432420,0.011232,0.057561
5.8700,-0.035519,0.008892,0.057661
5.8800,-0.091699,0.008256,0.057747
5.8900,-0.355996,0.006018,0.057818
5.9000,0.118348,0.004829,0.057873
5.9100,-0.469973,0.003071,0.057912
5.9200,-0.623981,-0.002399,0.057915
5.9300,-0.405332,-0.007545,0.057866
5.9400,-2.158208,-0.020363,0.057726
5.9500,-2.076317,-0.041535,0.057417
5.9600,-2.436277,-0.064098,0.056889
5.9700,-2.777258,-0.090166,0.056117
5.9800,-2.856080,-0.118333,0.055075
5.9900,-1.917518,-0.142201,0.053772
6.0000,-1.558439,-0.159581,0.052263
6.0100,-0.899362,-0.171870,0.050606
6.0200,-0.307337,-0.177903,0.048857
6.0300,0.245540,-0.178212,0.047076
6.0400,0.435298,-0.174808,0.045311
6.0500,0.678534,-0.169239,0.043591
6.0600,0.421889,-0.163737,0.041926
6.0700,0.506401,-0.159095,0.040312
6.0800,1.240819,-0.150359,0.038765
6.0900,1.627755,-0.136016,0.037333
6.1000,2.085968,-0.117448,0.036066
6.1100,1.617027,-0.098933,0.034984
6.1200,0.926843,-0.086213,0.034058
6.1300,-0.126188,-0.082210,0.033216
6.1400,-0.026856,-0.082975,0.032390
6.1500,0.306410,-0.081577,0.031567
6.1600,0.259486,-0.078748,0.030766
6.1700,0.166875,-0.076616,0.029989
6.1800,-0.146744,-0.076515,0.029223
6.1900,-0.452311,-0.079511,0.028443
6.2000,-1.097595,-0.087260,0.027609
6.2100,-1.582173,-0.100659,0.026670
6.2200,-1.159595,-0.114368,0.025594
6.2300,-1.492796,-0.127630,0.024384
6.2400,-1.142113,-0.140804,0.023042
6.2500,-0.330916,-0.148170,0.021597
6.2600,-0.519304,-0.152421,0.020094
6.2700,0.087385,-0.154580,0.018559
6.2800,0.682679,-0.150730,0.017033
6.2900,0.800516,-0.143314,0.015563
6.3000,0.162861,-0.138497,0.014154
6.3100,0.177914,-0.136793,0.012777
6.3200,1.108356,-0.130362,0.011441
6.3300,1.176373,-0.118938,0.010195
6.3400,1.774681,-0.104183,0.009079
6.3500,1.938176,-0.085619,0.008130
6.3600,2.269300,-0.064581,0.007379
6.3700,2.480256,-0.040834,0.006852
6.3800,2.289890,-0.016983,0.006563
