time_s,accel_corrected_m_s2,vel_m_s,disp_m
1.4300,-0.260386,-0.144304,-0.103686
1.4400,-1.194930,-0.151580,-0.105166
1.4500,-0.888994,-0.162000,-0.106734
1.4600,-1.538346,-0.174136,-0.108414
1.4700,-1.841696,-0.191037,-0.110240
1.4800,-1.292520,-0.206708,-0.112229
1.4900,-1.199528,-0.219168,-0.114358
1.5000,-1.973043,-0.235031,-0.116629
1.5100,-2.368942,-0.256741,-0.119088
1.5200,-2.526975,-0.281220,-0.121778
1.5300,-2.520512,-0.306458,-0.124716
1.5400,-1.362794,-0.325874,-0.127878
1.5500,-0.732592,-0.336351,-0.131189
1.5600,-0.946730,-0.344748,-0.134595
1.5700,-1.309476,-0.356029,-0.138099
1.5800,-0.823659,-0.366695,-0.141712
1.5900,0.010483,-0.370760,-0.145399
1.6000,1.034800,-0.365534,-0.149081
1.6100,0.304558,-0.358837,-0.152703
1.6200,-0.371720,-0.359173,-0.156293
1.6300,0.863756,-0.356713,-0.159872
1.6400,1.321053,-0.345789,-0.163385
1.6500,1.399165,-0.332188,-0.166775
1.6600,3.410390,-0.308140,-0.169976
1.6700,3.916162,-0.271507,-0.172875
1.6800,3.742678,-0.233213,-0.175398
1.6900,4.241235,-0.193293,-0.177531
1.7000,3.925275,-0.152461,-0.179259
1.7100,3.813828,-0.113765,-0.180591
1.7200,4.549586,-0.071948,-0.181519
1.7300,4.107033,-0.028665,-0.182022
1.7400,3.751985,0.010630,-0.182112
1.7500,2.265395,0.040717,-0.181856
1.7600,2.405915,0.064073,-0.181332
1.7700,1.804595,0.085126,-0.180586
1.7800,1.295322,0.100626,-0.179657
1.7900,0.993334,0.112069,-0.178593
1.8000,0.692100,0.120496,-0.177431
1.8100,-0.083728,0.123538,-0.176210
1.8200,-0.070761,0.122765,-0.174979
1.8300,-0.221045,0.121306,-0.173759
1.8400,0.793910,0.124171,-0.172531
1.8500,0.981411,0.133047,-0.171245
1.8600,-0.563635,0.135136,-0.169904
1.8700,-0.372746,0.130454,-0.168576
1.8800,-1.592337,0.120629,-0.167321
1.8900,-1.672769,0.104303,-0.166196
1.9000,-1.116146,0.090359,-0.165223
1.9100,-0.092748,0.084314,-0.164350
1.9200,0.600943,0.086855,-0.163494
1.9300,0.891152,0.094316,-0.162588
1.9400,0.228145,0.099912,-0.161617
1.9500,-0.766841,0.097219,-0.160631
1.9600,-0.151647,0.092626,-0.159682
1.9700,0.166167,0.092699,-0.158755
1.9800,-0.270474,0.092177,-0.157831
1.9900,-1.382443,0.083913,-0.156950
2.0000,-1.411228,0.069944,-0.156181
2.0100,0.001966,0.062898,-0.155517
2.0200,0.077003,0.063293,-0.154886
2.0300,0.020333,0.063780,-0.154251
2.0400,-1.031648,0.058723,-0.153638
2.0500,0.626366,0.056697,-0.153061
2.0600,2.613585,0.072896,-0.152413
2.0700,2.207809,0.097003,-0.151563
2.0800,2.595842,0.121022,-0.150473
2.0900,2.377635,0.145889,-0.149139
2.1000,3.708374,0.176319,-0.147528
2.1100,4.525362,0.217488,-0.145559
2.1200,3.093867,0.255584,-0.143193
2.1300,1.630990,0.279208,-0.140519
2.1400,0.551438,0.290120,-0.137673
2.1500,-0.941656,0.288169,-0.134781
2.1600,-1.642940,0.275246,-0.131964
2.1700,-2.715018,0.253456,-0.129321
2.1800,-3.572867,0.222017,-0.126943
2.1900,-4.033039,0.183987,-0.124913
2.2000,-3.075153,0.148447,-0.123251
2.2100,-1.097075,0.127585,-0.121871
2.2200,-1.512625,0.114537,-0.120660
2.2300,-1.583084,0.099058,-0.119592
2.2400,-1.259245,0.084847,-0.118673
2.2500,-1.412102,0.071490,-0.117891
2.2600,-0.399986,0.062430,-0.117222
2.2700,1.577174,0.068315,-0.116568
2.2800,1.485612,0.083629,-0.115808
2.2900,1.444905,0.098282,-0.114899
2.3000,2.500304,0.118008,-0.113817
2.3100,2.549223,0.143256,-0.112511
2.3200,2.023558,0.166120,-0.110964
2.3300,0.094042,0.176708,-0.109250
2.3400,-0.890854,0.172724,-0.107503
2.3500,-0.318211,0.166678,-0.105806
2.3600,0.318816,0.166681,-0.104139
2.3700,0.596941,0.171260,-0.102449
2.3800,0.344035,0.175965,-0.100713
2.3900,0.764404,0.181507,-0.098926
2.4000,0.600658,0.188332,-0.097076
2.4100,1.549046,0.199081,-0.095139
2.4200,1.505411,0.214353,-0.093072
2.4300,2.957139,0.236666,-0.090817
2.4400,3.804958,0.270476,-0.088281
2.4500,2.510502,0.302054,-0.085419
2.4600,2.910067,0.329157,-0.082263
2.4700,-1.472529,0.336344,-0.078935
2.4800,-2.395766,0.317003,-0.075668
2.4900,-3.447343,0.287787,-0.072645
2.5000,-2.413620,0.258482,-0.069913
2.5100,-1.798408,0.237422,-0.067434
2.5200,-1.624478,0.220308,-0.065145
2.5300,-1.937141,0.202500,-0.063031
2.5400,-1.132523,0.187151,-0.061083
2.5500,0.577427,0.184376,-0.059225
2.5600,0.126451,0.187895,-0.057364
2.5700,0.383529,0.190445,-0.055472
2.5800,-0.717355,0.188776,-0.053576
2.5900,-0.522181,0.182578,-0.051719
2.6000,-0.716163,0.176387,-0.049924
2.6100,-1.867550,0.163468,-0.048225
2.6200,-2.702186,0.140619,-0.046705
2.6300,-4.056799,0.106825,-0.045467
2.6400,-4.772662,0.062677,-0.044620
2.6500,-4.249312,0.017567,-0.044219
2.6600,-2.143974,-0.014399,-0.044203
2.6700,-1.262552,-0.031432,-0.044432
2.6800,-0.934201,-0.042415,-0.044801
2.6900,1.039777,-0.041888,-0.045223
2.7000,3.304043,-0.020168,-0.045533
2.7100,3.983413,0.016269,-0.045552
2.7200,4.049855,0.056435,-0.045189
2.7300,4.894654,0.101158,-0.044401
2.7400,4.080088,0.146031,-0.043165
2.7500,4.902118,0.190942,-0.041480
2.7600,4.949534,0.240201,-0.039324
2.7700,6.572959,0.297813,-0.036634
2.7800,7.641908,0.368887,-0.033301
2.7900,7.274750,0.443471,-0.029239
2.8000,7.252031,0.516105,-0.024441
2.8100,7.977403,0.592252,-0.018899
2.8200,7.563675,0.669957,-0.012588
2.8300,5.517050,0.735361,-0.005562
2.8400,3.351920,0.779706,0.002014
2.8500,2.041276,0.806672,0.009945
2.8600,2.776390,0.830760,0.018133
2.8700,1.872007,0.854002,0.026556
2.8800,0.500386,0.865864,0.035156
2.8900,-2.399056,0.856371,0.043767
2.9000,-3.904187,0.824854,0.052173
2.9100,-4.839625,0.781135,0.060203
2.9200,-5.475004,0.729562,0.067756
2.9300,-3.481475,0.684780,0.074828
2.9400,-4.690613,0.643919,0.081472
2.9500,-3.104732,0.604943,0.087716
2.9600,-1.425863,0.582290,0.093652
2.9700,1.186398,0.581092,0.099469
2.9800,3.557492,0.604812,0.105399
2.9900,3.549033,0.640344,0.111624
3.0000,3.578975,0.675984,0.118206
3.0100,3.195894,0.709859,0.125135
3.0200,4.416131,0.747919,0.132424
3.0300,4.698694,0.793493,0.140131
3.0400,3.660788,0.835290,0.148275
3.0500,2.561266,0.866401,0.156784
3.0600,2.598586,0.892200,0.165577
3.0700,1.675116,0.913569,0.174605
3.0800,0.994610,0.926917,0.183808
3.0900,1.500124,0.939391,0.193139
3.1000,1.788959,0.955836,0.202615
3.1100,1.831715,0.973940,0.212264
3.1200,2.377437,0.994985,0.222109
3.1300,1.822294,1.015984,0.232164
3.1400,1.668626,1.033439,0.242411
3.1500,-1.121522,1.036174,0.252759
3.1600,-2.127486,1.019929,0.263040
3.1700,-1.117311,1.003705,0.273158
3.1800,-1.163012,0.992303,0.283138
3.1900,-2.440292,0.974287,0.292971
3.2000,-3.059771,0.946787,0.302576
3.2100,-3.353927,0.914718,0.311884
3.2200,-2.991225,0.882992,0.320872
3.2300,-1.024351,0.862915,0.329602
3.2400,-2.436424,0.845611,0.338144
3.2500,-1.726855,0.824794,0.346496
3.2600,-5.897715,0.786671,0.354554
3.2700,-8.727779,0.713544,0.362055
3.2800,-7.695673,0.631427,0.368780
3.2900,-4.935421,0.568271,0.374778
3.3000,-3.667749,0.525255,0.380246
3.3100,-2.205890,0.495887,0.385351
3.3200,-3.667397,0.466521,0.390163
3.3300,-3.555147,0.430408,0.394648
3.3400,-5.633629,0.384464,0.398722
3.3500,-8.924678,0.311673,0.402203
3.3600,-9.716809,0.218465,0.404854
3.3700,-8.865744,0.125552,0.406574
3.3800,-8.051685,0.040965,0.407406
3.3900,-7.580673,-0.037197,0.407425
3.4000,-5.819057,-0.104195,0.406718
3.4100,-5.773794,-0.162159,0.405387
3.4200,-5.304290,-0.217550,0.403488
3.4300,-3.171877,-0.259931,0.401101
3.4400,-1.378439,-0.282682,0.398388
3.4500,-1.326478,-0.296207,0.395493
3.4600,-1.155545,-0.308617,0.392469
3.4700,-2.241656,-0.325603,0.389298
3.4800,-1.412490,-0.343874,0.385951
3.4900,1.416553,-0.343853,0.382512
3.5000,2.358479,-0.324978,0.379168
3.5100,0.137047,-0.312501,0.375980
3.5200,-1.885489,-0.321243,0.372812
3.5300,-2.481846,-0.343080,0.369490
3.5400,-3.893067,-0.374954,0.365900
3.5500,-2.607578,-0.407457,0.361988
3.5600,-2.514607,-0.433068,0.357785
3.5700,-0.376830,-0.447525,0.353382
3.5800,-1.799235,-0.458406,0.348853
3.5900,-2.894664,-0.481875,0.344151
3.6000,-0.889933,-0.500798,0.339238
3.6100,-2.600077,-0.518248,0.334143
3.6200,-2.636315,-0.544430,0.328829
3.6300,-0.155339,-0.558389,0.323315
3.6400,0.252071,-0.557905,0.317734
3.6500,-0.314400,-0.558216,0.312153
3.6600,-0.663086,-0.563104,0.306546
3.6700,1.040720,-0.561216,0.300925
3.6800,3.231344,-0.539855,0.295419
3.6900,5.129604,-0.498051,0.290230
3.7000,4.924829,-0.447779,0.285501
3.7100,5.892252,-0.393693,0.281293
3.7200,6.757536,-0.330444,0.277673
3.7300,8.193280,-0.255690,0.274742
3.7400,9.351073,-0.167968,0.272624
3.7500,8.159784,-0.080414,0.271382
3.7600,6.068121,-0.009275,0.270933
3.7700,1.796589,0.030049,0.271037
3.7800,0.820365,0.043134,0.271403
3.7900,3.922854,0.066850,0.271953
3.8000,2.966078,0.101295,0.272794
3.8100,0.500276,0.118626,0.273893
3.8200,-2.695637,0.107650,0.275025
3.8300,-4.161262,0.073365,0.275930
3.8400,-4.951169,0.027803,0.276436
3.8500,-3.899641,-0.016451,0.276492
3.8600,-2.468354,-0.048291,0.276169
3.8700,-3.530197,-0.078284,0.275536
3.8800,-7.899631,-0.135433,0.274467
3.8900,-8.748301,-0.218673,0.272697
3.9000,-10.312246,-0.313975,0.270034
3.9100,-9.879590,-0.414935,0.266389
3.9200,-6.056171,-0.494613,0.261841
3.9300,-5.241724,-0.551103,0.256613
3.9400,-4.385671,-0.599240,0.250861
3.9500,-3.060911,-0.636473,0.244682
3.9600,0.208962,-0.650733,0.238246
3.9700,0.962735,-0.644874,0.231768
3.9800,0.496090,-0.637580,0.225356
3.9900,1.583757,-0.627181,0.219032
4.0000,-1.313626,-0.625830,0.212767
4.0100,1.724351,-0.623776,0.206519
4.0200,3.817500,-0.596067,0.200420
4.0300,3.056732,-0.561696,0.194631
4.0400,0.180361,-0.545511,0.189095
4.0500,-2.436476,-0.556791,0.183584
4.0600,1.043139,-0.563758,0.177981
4.0700,1.348814,-0.551798,0.172403
4.0800,0.479335,-0.542657,0.166931
4.0900,-1.697552,-0.548748,0.161474
4.1000,-1.971063,-0.567091,0.155895
4.1100,-1.228497,-0.583089,0.150144
4.1200,-1.998633,-0.599225,0.144232
4.1300,-0.309048,-0.610763,0.138182
4.1400,1.250568,-0.606056,0.132098
4.1500,2.251788,-0.588544,0.126125
4.1600,1.216062,-0.571205,0.120326
4.1700,-0.065414,-0.565451,0.114643
4.1800,0.081042,-0.565373,0.108989
4.1900,3.812131,-0.545907,0.103433
4.2000,4.404400,-0.504825,0.098179
4.2100,0.470560,-0.480450,0.093252
4.2200,-1.262729,-0.484411,0.088428
4.2300,2.378780,-0.478831,0.083612
4.2400,1.069448,-0.461589,0.078910
4.2500,-0.428502,-0.458385,0.074310
4.2600,0.520033,-0.457927,0.069728
4.2700,0.472837,-0.452963,0.065174
4.2800,0.757927,-0.446809,0.060675
4.2900,1.736323,-0.434338,0.056269
4.3000,4.056484,-0.405374,0.052071
4.3100,4.432913,-0.362927,0.048229
4.3200,1.072131,-0.335401,0.044738
4.3300,1.257425,-0.323754,0.041442
4.3400,0.057017,-0.317181,0.038237
4.3500,-0.558199,-0.319687,0.035053
4.3600,-0.356346,-0.324260,0.031833
4.3700,-2.592607,-0.339005,0.028517
4.3800,-3.559789,-0.369767,0.024973
4.3900,-7.594511,-0.425538,0.020996
4.4000,-7.162664,-0.499324,0.016372
4.4100,-6.937304,-0.569824,0.011026
4.4200,-5.014897,-0.629585,0.005029
4.4300,-3.821244,-0.673766,-0.001487
4.4400,-3.129619,-0.708520,-0.008399
4.4500,-0.944959,-0.728893,-0.015586
4.4600,-1.178447,-0.739510,-0.022928
4.4700,0.604431,-0.742380,-0.030337
4.4800,2.228165,-0.728217,-0.037690
4.4900,5.278205,-0.690685,-0.044785
4.5000,4.873549,-0.639926,-0.051438
4.5100,4.097334,-0.595072,-0.057613
4.5200,7.278626,-0.538192,-0.063279
4.5300,4.787139,-0.477863,-0.068359
4.5400,-1.508519,-0.461470,-0.073056
4.5500,-1.417920,-0.476102,-0.077744
4.5600,-0.412026,-0.485252,-0.082551
4.5700,-1.365162,-0.494138,-0.087448
4.5800,-2.169731,-0.511813,-0.092478
4.5900,-3.450037,-0.539911,-0.097736
4.6000,-2.154775,-0.567935,-0.103275
4.6100,-4.442748,-0.600923,-0.109120
4.6200,-2.645963,-0.636367,-0.115306
4.6300,-1.623014,-0.657712,-0.121776
4.6400,0.134301,-0.665155,-0.128391
4.6500,-0.305267,-0.666010,-0.135047
4.6600,-0.822605,-0.671649,-0.141735
4.6700,-1.258008,-0.682052,-0.148503
4.6800,1.469356,-0.680996,-0.155319
4.6900,0.652708,-0.670385,-0.162076
4.7000,2.349513,-0.655374,-0.168704
4.7100,2.095316,-0.633150,-0.175147
4.7200,1.888500,-0.613231,-0.181379
4.7300,0.339642,-0.602090,-0.187456
4.7400,-0.027879,-0.600531,-0.193469
4.7500,4.065896,-0.580341,-0.199373
4.7600,4.057503,-0.539724,-0.204973
4.7700,3.038534,-0.504244,-0.210193
4.7800,5.290665,-0.462598,-0.215027
4.7900,7.226609,-0.400012,-0.219340
4.8000,9.053838,-0.318610,-0.222934
4.8100,8.945284,-0.228614,-0.225670
4.8200,7.432838,-0.146723,-0.227546
4.8300,6.098395,-0.079067,-0.228675
4.8400,2.944681,-0.033852,-0.229240
4.8500,-0.237366,-0.020315,-0.229511
4.8600,-0.713310,-0.025069,-0.229738
4.8700,-0.374052,-0.030505,-0.230016
4.8800,-3.154458,-0.048148,-0.230409
4.8900,-4.160685,-0.084724,-0.231073
4.9000,-4.054079,-0.125797,-0.232126
4.9100,-6.900892,-0.180572,-0.233658
4.9200,-6.533435,-0.247744,-0.235799
4.9300,-5.577959,-0.308301,-0.238579
4.9400,-6.009634,-0.366239,-0.241952
4.9500,-7.878951,-0.435682,-0.245962
4.9600,-9.669507,-0.523424,-0.250757
4.9700,-9.746144,-0.620502,-0.256477
4.9800,-7.482444,-0.706645,-0.263113
4.9900,-5.198938,-0.770052,-0.270496
5.0000,-4.760511,-0.819849,-0.278446
5.0100,-4.698690,-0.867145,-0.286881
5.0200,-1.773791,-0.899508,-0.295714
5.0300,-2.129530,-0.919025,-0.304807
5.0400,-0.554013,-0.932442,-0.314064
5.0500,-2.034874,-0.945387,-0.323453
5.0600,-2.275728,-0.966940,-0.333015
5.0700,-0.017655,-0.978407,-0.342741
5.0800,0.509867,-0.975946,-0.352513
5.0900,2.285964,-0.961966,-0.362203
5.1000,3.884194,-0.931116,-0.371668
5.1100,1.699663,-0.903196,-0.380840
5.1200,3.484823,-0.877274,-0.389742
5.1300,5.981996,-0.829940,-0.398278
5.1400,6.401318,-0.768023,-0.406268
5.1500,6.197137,-0.705031,-0.413633
5.1600,3.325790,-0.657416,-0.420445
5.1700,4.344097,-0.619067,-0.426828
5.1800,3.928743,-0.577703,-0.432812
5.1900,1.400579,-0.551056,-0.438455
5.2000,4.081174,-0.523647,-0.443829
5.2100,5.519559,-0.475644,-0.448825
5.2200,6.766717,-0.414212,-0.453275
5.2300,6.482325,-0.347967,-0.457086
5.2400,7.607459,-0.277518,-0.460213
5.2500,7.058167,-0.204190,-0.462622
5.2600,6.436698,-0.136716,-0.464326
5.2700,2.385989,-0.092602,-0.465473
5.2800,-0.728303,-0.084314,-0.466357
5.2900,-3.176488,-0.103838,-0.467298
5.3000,-2.444077,-0.131941,-0.468477
5.3100,-0.279697,-0.145559,-0.469864
5.3200,2.290005,-0.135508,-0.471270
5.3300,4.041699,-0.103849,-0.472467
5.3400,3.797353,-0.064654,-0.473309
5.3500,6.975659,-0.010789,-0.473686
5.3600,7.484061,0.061510,-0.473433
5.3700,7.082881,0.134344,-0.472453
5.3800,7.086916,0.205193,-0.470756
5.3900,4.671488,0.263985,-0.468410
5.4000,4.144609,0.308066,-0.465550
5.4100,2.917475,0.343376,-0.462292
5.4200,4.230725,0.379117,-0.458680
5.4300,3.188990,0.416216,-0.454703
5.4400,0.355395,0.433938,-0.450452
5.4500,3.234359,0.451886,-0.446023
5.4600,3.277127,0.484444,-0.441342
5.4700,0.139509,0.501527,-0.436412
5.4800,0.104713,0.502748,-0.431390
5.4900,-1.225091,0.497146,-0.426391
5.5000,-3.624707,0.472897,-0.421541
5.5100,-4.364868,0.432949,-0.417012
5.5200,-5.283236,0.384709,-0.412923
5.5300,-6.049137,0.328047,-0.409359
5.5400,-6.114365,0.267229,-0.406383
5.5500,-8.860484,0.192355,-0.404085
5.5600,-11.473780,0.090684,-0.402670
5.5700,-7.672056,-0.005045,-0.402242
5.5800,-3.823198,-0.062522,-0.402580
5.5900,-0.222751,-0.082751,-0.403306
5.6000,1.348659,-0.077122,-0.404105
5.6100,2.048561,-0.060136,-0.404792
5.6200,5.422725,-0.022779,-0.405206
5.6300,4.999025,0.029330,-0.405173
5.6400,4.004177,0.074346,-0.404655
5.6500,4.686489,0.117799,-0.403694
5.6600,3.956678,0.161015,-0.402300
5.6700,4.401503,0.202806,-0.400481
5.6800,4.955006,0.249588,-0.398219
5.6900,2.059552,0.284661,-0.395548
5.7000,-0.290769,0.293505,-0.392657
5.7100,-3.142449,0.276339,-0.389808
5.7200,-6.111857,0.230067,-0.387276
5.7300,-5.852253,0.170247,-0.385274
5.7400,-6.304894,0.109461,-0.383876
5.7500,-7.947058,0.038201,-0.383137
5.7600,-5.828730,-0.030678,-0.383100
5.7700,-4.358036,-0.081612,-0.383661
5.7800,-4.155497,-0.124179,-0.384690
5.7900,-5.040747,-0.170160,-0.386162
5.8000,-3.989924,-0.215314,-0.388089
5.8100,-2.116770,-0.245847,-0.390395
5.8200,0.346758,-0.254697,-0.392898
5.8300,2.671546,-0.239606,-0.395369
5.8400,0.969419,-0.221401,-0.397674
5.8500,4.184271,-0.195633,-0.399760
5.8600,5.570502,-0.146859,-0.401472
5.8700,6.525742,-0.086377,-0.402638
5.8800,9.298005,-0.007259,-0.403106
5.8900,9.657248,0.087518,-0.402705
5.9000,9.011337,0.180860,-0.401363
5.9100,8.097450,0.266404,-0.399127
5.9200,7.299742,0.343390,-0.396078
5.9300,8.464631,0.422212,-0.392250
5.9400,6.541463,0.497243,-0.387653
5.9500,6.602968,0.562965,-0.382352
5.9600,5.843271,0.625196,-0.376411
5.9700,3.219235,0.670509,-0.369932
5.9800,1.971347,0.696461,-0.363097
5.9900,-1.005892,0.701289,-0.356109
6.0000,-2.967654,0.681421,-0.349195
6.0100,-3.442471,0.649370,-0.342541
6.0200,-3.987839,0.612219,-0.336233
6.0300,-5.708913,0.563735,-0.330353
6.0400,-5.704332,0.506669,-0.325001
6.0500,-7.402879,0.441133,-0.320262
6.0600,-6.808882,0.370074,-0.316206
6.0700,-4.273989,0.314660,-0.312783
6.0800,-4.140548,0.272587,-0.309846
6.0900,-6.034945,0.221710,-0.307375
6.1000,-6.584989,0.158610,-0.305473
6.1100,-4.751179,0.101929,-0.304171
6.1200,-0.342181,0.076462,-0.303279
6.1300,2.768573,0.088594,-0.302453
6.1400,2.950369,0.117189,-0.301425
6.1500,4.491710,0.154399,-0.300067
6.1600,9.003031,0.221873,-0.298185
6.1700,9.838417,0.316080,-0.295495
6.1800,8.538323,0.407964,-0.291875
6.1900,5.996417,0.480638,-0.287432
6.2000,3.056615,0.525903,-0.282400
6.2100,0.248658,0.542429,-0.277058
6.2200,-2.007641,0.533634,-0.271678
6.2300,-4.048172,0.503355,-0.266493
6.2400,-3.578941,0.465220,-0.261650
6.2500,-5.037013,0.422140,-0.257213
6.2600,-4.789755,0.373006,-0.253237
6.2700,-1.556612,0.341274,-0.249666
6.2800,-1.161414,0.327684,-0.246321
6.2900,-0.172185,0.321016,-0.243078
6.3000,1.427114,0.327291,-0.239836
6.3100,-0.300100,0.332926,-0.236535
6.3200,-1.716852,0.322841,-0.233256
6.3300,-1.024147,0.309136,-0.230096
6.3400,-1.077115,0.298630,-0.227057
6.3500,-0.873978,0.288874,-0.224120
6.3600,-2.037455,0.274317,-0.221304
6.3700,0.203110,0.265145,-0.218607
