time_s,accel_m_s2,accel_g
2.3200,0.716845,0.073098
2.3300,0.470722,0.048000
2.3400,0.430207,0.043869
2.3500,0.654294,0.066719
2.3600,0.531310,0.054179
2.3700,0.589973,0.060160
2.3800,0.180739,0.018430
2.3900,0.308825,0.031491
2.4000,0.152402,0.015541
2.4100,0.252297,0.025727
2.4200,-0.155901,-0.015898
2.4300,-0.351919,-0.035886
2.4400,-0.384666,-0.039225
2.4500,-0.830679,-0.084706
2.4600,-0.811139,-0.082713
2.4700,-0.313338,-0.031952
2.4800,-0.127939,-0.013046
2.4900,-0.186679,-0.019036
2.5000,-0.231316,-0.023588
2.5100,-0.563367,-0.057447
2.5200,-0.444536,-0.045330
2.5300,-0.715651,-0.072976
2.5400,-0.345522,-0.035233
2.5500,-0.460088,-0.046916
2.5600,-0.287978,-0.029366
2.5700,-0.190939,-0.019470
2.5800,-0.038163,-0.003891
2.5900,0.168696,0.017202
2.6000,0.422625,0.043096
2.6100,0.622040,0.063430
2.6200,0.762295,0.077732
2.6300,0.933124,0.095152
2.6400,0.648935,0.066173
2.6500,0.592053,0.060373
2.6600,0.167798,0.017111
2.6700,0.071968,0.007339
2.6800,0.233313,0.023791
2.6900,-0.007801,-0.000795
2.7000,-0.302665,-0.030863
2.7100,-0.127495,-0.013001
2.7200,0.340653,0.034737
2.7300,0.343508,0.035028
2.7400,0.549468,0.056030
2.7500,0.358285,0.036535
2.7600,0.242744,0.024753
2.7700,0.098150,0.010008
2.7800,0.434592,0.044316
2.7900,0.344252,0.035104
2.8000,0.130214,0.013278
2.8100,-0.197672,-0.020157
2.8200,-0.107407,-0.010952
2.8300,0.030084,0.003068
2.8400,0.410051,0.041814
2.8500,0.699484,0.071328
2.8600,0.359034,0.036611
2.8700,0.463670,0.047281
2.8800,0.036793,0.003752
2.8900,0.166752,0.017004
2.9000,0.112157,0.011437
2.9100,-0.136377,-0.013907
2.9200,0.191881,0.019566
2.9300,0.300016,0.030593
2.9400,0.148392,0.015132
2.9500,-0.254842,-0.025987
2.9600,-0.005264,-0.000537
2.9700,0.386601,0.039422
2.9800,0.817123,0.083323
2.9900,0.300255,0.030617
3.0000,-0.025383,-0.002588
3.0100,-0.475845,-0.048523
3.0200,-0.378377,-0.038584
3.0300,-0.006635,-0.000677
3.0400,-0.331723,-0.033826
3.0500,-0.410105,-0.041819
3.0600,0.224829,0.022926
3.0700,0.160601,0.016377
3.0800,0.939590,0.095812
3.0900,1.448380,0.147694
3.1000,1.212173,0.123607
3.1100,1.330746,0.135698
3.1200,0.722519,0.073676
3.1300,0.099891,0.010186
3.1400,0.377054,0.038449
3.1500,1.048143,0.106881
3.1600,1.423654,0.145172
3.1700,1.138929,0.116138
3.1800,0.978584,0.099788
3.1900,1.413311,0.144118
3.2000,0.652974,0.066585
3.2100,0.876667,0.089395
3.2200,0.361715,0.036885
3.2300,0.399157,0.040703
3.2400,0.106415,0.010851
3.2500,-0.087565,-0.008929
3.2600,0.178383,0.018190
3.2700,0.110510,0.011269
3.2800,0.477957,0.048738
3.2900,1.081925,0.110326
3.3000,1.670798,0.170374
3.3100,1.636091,0.166835
3.3200,1.887997,0.192522
3.3300,2.118771,0.216054
3.3400,1.828531,0.186458
3.3500,1.721291,0.175523
3.3600,1.784404,0.181959
3.3700,2.046591,0.208694
3.3800,1.407062,0.143480
3.3900,0.788179,0.080372
3.4000,0.157158,0.016026
3.4100,-0.124485,-0.012694
3.4200,-0.226667,-0.023114
3.4300,-0.117169,-0.011948
3.4400,-0.045630,-0.004653
3.4500,0.163584,0.016681
3.4600,0.374243,0.038162
3.4700,0.044408,0.004528
3.4800,-0.047822,-0.004877
3.4900,-0.230727,-0.023528
3.5000,-0.047451,-0.004839
3.5100,-0.412892,-0.042103
3.5200,-0.251486,-0.025644
3.5300,-0.836154,-0.085264
3.5400,-0.063893,-0.006515
3.5500,0.487426,0.049704
3.5600,0.411495,0.041961
3.5700,0.820428,0.083660
3.5800,0.708630,0.072260
3.5900,0.169696,0.017304
3.6000,0.253307,0.025830
3.6100,-0.266478,-0.027173
3.6200,-0.412000,-0.042012
3.6300,-1.039714,-0.106021
3.6400,-0.991175,-0.101072
3.6500,-0.206044,-0.021011
3.6600,0.042058,0.004289
3.6700,0.283105,0.028869
3.6800,0.155333,0.015840
3.6900,-0.247835,-0.025272
3.7000,-0.806096,-0.082199
3.7100,-0.720505,-0.073471
3.7200,-1.295427,-0.132097
3.7300,-1.501243,-0.153084
3.7400,-0.781042,-0.079644
3.7500,-0.465411,-0.047459
3.7600,-0.097672,-0.009960
3.7700,0.824367,0.084062
3.7800,0.780689,0.079608
3.7900,0.558237,0.056924
3.8000,0.390613,0.039831
3.8100,-0.145021,-0.014788
3.8200,-0.379635,-0.038712
3.8300,-0.601506,-0.061337
3.8400,-0.464457,-0.047361
3.8500,-0.083404,-0.008505
3.8600,0.151885,0.015488
3.8700,-0.972092,-0.099126
3.8800,-1.583471,-0.161469
3.8900,-0.889579,-0.090712
3.9000,-1.219154,-0.124319
3.9100,-1.289529,-0.131495
3.9200,-1.761645,-0.179638
3.9300,-0.978017,-0.099730
3.9400,-0.272286,-0.027765
3.9500,-1.242747,-0.126725
3.9600,-1.090369,-0.111187
3.9700,-0.227481,-0.023197
3.9800,0.120173,0.012254
3.9900,0.245524,0.025037
4.0000,1.047690,0.106835
4.0100,1.245711,0.127027
4.0200,0.939299,0.095782
4.0300,1.048830,0.106951
4.0400,1.578946,0.161008
4.0500,1.171833,0.119494
4.0600,1.367843,0.139481
4.0700,0.906564,0.092444
4.0800,0.769949,0.078513
4.0900,1.468235,0.149718
4.1000,1.123306,0.114545
4.1100,-0.095510,-0.009739
4.1200,-0.491122,-0.050080
4.1300,-0.055485,-0.005658
4.1400,-0.243542,-0.024834
4.1500,-1.222073,-0.124617
4.1600,-0.620093,-0.063232
4.1700,-0.702746,-0.071660
4.1800,-0.406591,-0.041461
4.1900,-0.757821,-0.077276
4.2000,0.110055,0.011222
4.2100,0.391975,0.039970
4.2200,0.366630,0.037386
4.2300,0.124215,0.012666
4.2400,-0.209430,-0.021356
4.2500,0.017057,0.001739
4.2600,-0.263188,-0.026838
4.2700,-0.280504,-0.028603
4.2800,-0.174147,-0.017758
4.2900,0.608361,0.062036
4.3000,1.031639,0.105198
4.3100,0.541470,0.055215
4.3200,1.071746,0.109288
4.3300,1.242337,0.126683
4.3400,0.511075,0.052115
4.3500,-0.075736,-0.007723
4.3600,-0.502715,-0.051263
4.3700,-0.827806,-0.084413
4.3800,-1.492568,-0.152200
4.3900,-1.822656,-0.185859
4.4000,-1.848111,-0.188455
4.4100,-1.787979,-0.182323
4.4200,-0.752866,-0.076771
4.4300,-0.621498,-0.063375
4.4400,-0.961655,-0.098062
4.4500,-0.877567,-0.089487
4.4600,-0.738709,-0.075327
4.4700,-0.910475,-0.092843
4.4800,-0.601728,-0.061359
4.4900,-1.177781,-0.120100
4.5000,-1.690955,-0.172429
4.5100,-1.746168,-0.178060
4.5200,-1.967887,-0.200669
4.5300,-2.065705,-0.210643
4.5400,-2.257537,-0.230205
4.5500,-3.176815,-0.323945
4.5600,-2.098555,-0.213993
4.5700,-1.332815,-0.135909
4.5800,-1.357387,-0.138415
4.5900,-0.607138,-0.061911
4.6000,0.019156,0.001953
4.6100,1.157215,0.118003
4.6200,1.966581,0.200535
4.6300,1.541245,0.157163
4.6400,1.382125,0.140938
4.6500,1.670292,0.170322
4.6600,1.453025,0.148167
4.6700,1.079768,0.110106
4.6800,0.408135,0.041618
4.6900,0.645300,0.065802
4.7000,0.005436,0.000554
4.7100,-1.010248,-0.103017
4.7200,-0.393066,-0.040082
4.7300,-0.166325,-0.016960
4.7400,0.124677,0.012713
4.7500,0.954536,0.097336
4.7600,0.616762,0.062892
4.7700,1.135728,0.115812
4.7800,0.719854,0.073405
4.7900,0.246302,0.025116
4.8000,0.205193,0.020924
4.8100,0.318388,0.032467
4.8200,0.221330,0.022569
4.8300,0.609843,0.062187
4.8400,0.437773,0.044640
4.8500,0.857352,0.087426
4.8600,0.843794,0.086043
4.8700,-0.108246,-0.011038
4.8800,-0.222863,-0.022726
4.8900,0.187765,0.019147
4.9000,0.159516,0.016266
4.9100,0.380941,0.038845
4.9200,0.748365,0.076312
4.9300,0.244292,0.024911
4.9400,1.571349,0.160233
4.9500,1.711734,0.174548
4.9600,1.977114,0.201610
4.9700,1.461766,0.149059
4.9800,0.164786,0.016803
4.9900,-0.018995,-0.001937
5.0000,0.666545,0.067969
5.0100,0.393508,0.040127
5.0200,-0.193250,-0.019706
5.0300,-0.350842,-0.035776
5.0400,-0.646396,-0.065914
5.0500,-1.119514,-0.114159
5.0600,-1.299461,-0.132508
5.0700,-1.775780,-0.181079
5.0800,-2.280733,-0.232570
5.0900,-1.943433,-0.198175
5.1000,-2.437658,-0.248572
5.1100,-1.717269,-0.175113
5.1200,-1.414659,-0.144255
5.1300,-1.384943,-0.141225
5.1400,-1.288575,-0.131398
5.1500,-1.337023,-0.136338
5.1600,-1.175711,-0.119889
5.1700,-1.153384,-0.117612
5.1800,-0.789179,-0.080474
5.1900,-1.091403,-0.111292
5.2000,-1.793417,-0.182878
5.2100,-1.914284,-0.195203
5.2200,-2.241564,-0.228576
5.2300,-2.711361,-0.276482
5.2400,-3.412714,-0.348000
5.2500,-3.175907,-0.323852
5.2600,-3.080543,-0.314128
5.2700,-2.107500,-0.214905
5.2800,-1.647098,-0.167957
5.2900,-1.538606,-0.156894
5.3000,-1.160317,-0.118319
5.3100,-0.524580,-0.053492
5.3200,0.079274,0.008084
5.3300,0.501682,0.051157
5.3400,-0.224767,-0.022920
5.3500,-0.121449,-0.012384
5.3600,0.104181,0.010624
5.3700,-0.053640,-0.005470
5.3800,0.401236,0.040915
5.3900,0.935128,0.095357
5.4000,1.109009,0.113087
5.4100,0.519169,0.052941
5.4200,1.049820,0.107052
5.4300,0.570225,0.058147
5.4400,0.308261,0.031434
5.4500,0.080893,0.008249
5.4600,0.201967,0.020595
5.4700,1.163909,0.118686
5.4800,0.342465,0.034922
5.4900,0.464357,0.047351
5.5000,0.621980,0.063424
5.5100,1.492661,0.152209
5.5200,1.925021,0.196298
5.5300,1.945862,0.198423
5.5400,2.392099,0.243926
5.5500,1.869288,0.190614
5.5600,1.076236,0.109746
5.5700,0.322697,0.032906
5.5800,-0.362320,-0.036946
5.5900,-1.424483,-0.145257
5.6000,-1.532217,-0.156243
5.6100,-1.515138,-0.154501
5.6200,-1.577559,-0.160866
5.6300,-1.099135,-0.112081
5.6400,-1.144291,-0.116685
5.6500,-0.622589,-0.063486
5.6600,-0.990430,-0.100996
5.6700,-0.715588,-0.072970
5.6800,0.029596,0.003018
5.6900,0.614854,0.062698
5.7000,1.068374,0.108944
5.7100,1.182260,0.120557
5.7200,0.915979,0.093404
5.7300,1.461406,0.149022
5.7400,1.603013,0.163462
5.7500,1.778677,0.181375
5.7600,1.032484,0.105284
5.7700,0.784531,0.080000
5.7800,1.231367,0.125565
5.7900,1.142881,0.116541
5.8000,1.053229,0.107399
5.8100,1.199600,0.122325
5.8200,1.142359,0.116488
5.8300,1.151253,0.117395
5.8400,1.109576,0.113145
5.8500,0.537902,0.054851
5.8600,0.288548,0.029424
5.8700,0.126717,0.012922
5.8800,-0.924925,-0.094316
5.8900,-1.631496,-0.166366
5.9000,-2.373254,-0.242005
5.9100,-1.736025,-0.177025
5.9200,-1.037118,-0.105757
5.9300,-0.407876,-0.041592
5.9400,-0.475973,-0.048536
5.9500,-1.184171,-0.120752
5.9600,-1.396488,-0.142402
5.9700,-1.454431,-0.148311
5.9800,-1.510062,-0.153984
5.9900,-1.270914,-0.129597
6.0000,-0.457302,-0.046632
6.0100,0.832776,0.084920
6.0200,1.626553,0.165862
6.0300,2.468349,0.251702
6.0400,2.094611,0.213591
6.0500,1.217048,0.124104
6.0600,1.680721,0.171386
6.0700,1.191431,0.121492
6.0800,1.846417,0.188282
6.0900,0.985252,0.100468
6.1000,-0.046491,-0.004741
6.1100,-0.848785,-0.086552
6.1200,-2.120181,-0.216198
6.1300,-2.721859,-0.277552
6.1400,-2.310178,-0.235573
6.1500,-1.614196,-0.164602
6.1600,-0.927091,-0.094537
6.1700,-1.043259,-0.106383
6.1800,-0.371277,-0.037860
6.1900,0.353506,0.036048
6.2000,0.038940,0.003971
6.2100,0.648156,0.066093
6.2200,1.217062,0.124106
6.2300,1.092632,0.111418
6.2400,1.549006,0.157955
6.2500,1.108721,0.113058
6.2600,0.803995,0.081985
6.2700,1.439929,0.146832
6.2800,1.864390,0.190115
6.2900,1.488043,0.151738
6.3000,1.172816,0.119594
6.3100,1.297135,0.132271
6.3200,1.134054,0.115641
6.3300,0.248209,0.025310
6.3400,-0.143731,-0.014656
6.3500,-0.126280,-0.012877
6.3600,-0.598449,-0.061025
6.3700,-0.478752,-0.048819
6.3800,-1.056007,-0.107683
6.3900,-1.562573,-0.159338
6.4000,-1.055224,-0.107603
6.4100,-0.996647,-0.101630
6.4200,-1.552849,-0.158347
6.4300,-1.841396,-0.187770
6.4400,-1.255112,-0.127986
6.4500,-1.275631,-0.130078
6.4600,-0.884006,-0.090144
6.4700,-1.130065,-0.115235
6.4800,-2.091541,-0.213278
6.4900,-1.359732,-0.138654
6.5000,-0.557596,-0.056859
6.5100,-0.546964,-0.055775
6.5200,-0.920977,-0.093913
6.5300,-2.040992,-0.208123
6.5400,-1.283246,-0.130855
6.5500,-0.723285,-0.073754
6.5600,-0.823100,-0.083933
6.5700,-0.651696,-0.066454
6.5800,-1.333980,-0.136028
6.5900,-1.134567,-0.115694
6.6000,-0.406201,-0.041421
6.6100,0.486650,0.049624
6.6200,0.865954,0.088303
6.6300,0.991789,0.101134
6.6400,0.943636,0.096224
6.6500,0.749015,0.076378
6.6600,0.535849,0.054641
6.6700,0.229525,0.023405
6.6800,-0.055810,-0.005691
6.6900,0.608799,0.062080
6.7000,0.443179,0.045192
6.7100,1.209747,0.123360
6.7200,1.085077,0.110647
6.7300,0.848538,0.086527
6.7400,0.255285,0.026032
6.7500,0.207716,0.021181
6.7600,0.309489,0.031559
6.7700,0.949894,0.096862
6.7800,0.149600,0.015255
6.7900,-0.546466,-0.055724
6.8000,-0.178789,-0.018231
6.8100,-0.362510,-0.036966
6.8200,-0.426390,-0.043480
6.8300,0.042522,0.004336
6.8400,-0.318732,-0.032502
6.8500,-0.278558,-0.028405
6.8600,-0.077965,-0.007950
6.8700,-0.000539,-0.000055
6.8800,0.735786,0.075029
6.8900,0.755531,0.077043
6.9000,1.442927,0.147138
6.9100,1.454012,0.148268
6.9200,1.100448,0.112214
6.9300,0.874184,0.089142
6.9400,0.614471,0.062659
6.9500,0.165792,0.016906
6.9600,0.328804,0.033529
6.9700,1.892251,0.192956
6.9800,1.708970,0.174266
6.9900,1.814452,0.185023
7.0000,1.170393,0.119347
7.0100,0.959587,0.097851
7.0200,0.113061,0.011529
7.0300,-0.153321,-0.015634
7.0400,-0.071916,-0.007333
7.0500,0.557820,0.056882
7.0600,0.049274,0.005025
7.0700,-0.445331,-0.045411
7.0800,-0.004029,-0.000411
7.0900,0.924200,0.094242
7.1000,1.045175,0.106578
7.1100,2.043879,0.208418
7.1200,2.956880,0.301518
7.1300,2.265163,0.230982
7.1400,1.933945,0.197207
7.1500,1.892096,0.192940
7.1600,1.976127,0.201509
7.1700,2.933438,0.299127
7.1800,2.897535,0.295466
7.1900,2.897482,0.295461
7.2000,2.807938,0.286330
7.2100,1.424214,0.145229
7.2200,1.712199,0.174596
7.2300,1.034144,0.105453
7.2400,0.415815,0.042401
7.2500,0.143766,0.014660
7.2600,0.828769,0.084511
7.2700,1.141447,0.116395
7.2800,0.501137,0.051102
7.2900,0.770730,0.078593
7.3000,0.020519,0.002092
7.3100,-0.386452,-0.039407
7.3200,-0.218028,-0.022233
7.3300,-0.464346,-0.047350
7.3400,-0.868058,-0.088517
7.3500,0.274344,0.027975
7.3600,0.838189,0.085471
7.3700,0.632796,0.064527
7.3800,-0.416091,-0.042430
7.3900,-0.903858,-0.092168
7.4000,-0.358704,-0.036578
7.4100,-0.296735,-0.030259
7.4200,0.313774,0.031996
7.4300,-0.147278,-0.015018
7.4400,-0.141235,-0.014402
7.4500,-0.339492,-0.034619
7.4600,-1.162917,-0.118585
7.4700,0.259676,0.026480
7.4800,0.504849,0.051480
7.4900,-0.133034,-0.013566
7.5000,-0.014209,-0.001449
7.5100,-0.508689,-0.051872
7.5200,-1.105942,-0.112775
7.5300,-0.558027,-0.056903
7.5400,-0.257244,-0.026232
7.5500,0.226735,0.023121
7.5600,0.538831,0.054945
7.5700,0.754899,0.076978
7.5800,0.677980,0.069135
7.5900,0.421303,0.042961
7.6000,1.824723,0.186070
7.6100,2.213048,0.225668
7.6200,2.171784,0.221460
7.6300,1.860969,0.189766
7.6400,2.084732,0.212584
7.6500,1.493374,0.152282
7.6600,1.545524,0.157600
7.6700,1.044257,0.106485
7.6800,1.660626,0.169337
7.6900,1.001342,0.102108
7.7000,0.014963,0.001526
7.7100,0.189959,0.019370
7.7200,0.032031,0.003266
7.7300,-0.237284,-0.024196
7.7400,-0.743822,-0.075849
7.7500,-1.231503,-0.125578
7.7600,-1.592336,-0.162373
7.7700,-2.168809,-0.221157
7.7800,-2.014258,-0.205397
7.7900,-1.092869,-0.111442
7.8000,-0.680740,-0.069416
7.8100,-1.209747,-0.123360
7.8200,-0.911556,-0.092953
7.8300,0.212851,0.021705
7.8400,0.998461,0.101815
7.8500,1.529689,0.155985
7.8600,1.201598,0.122529
7.8700,1.076595,0.109782
7.8800,1.315081,0.134101
7.8900,0.959395,0.097831
7.9000,0.900386,0.091814
7.9100,0.862523,0.087953
7.9200,1.796261,0.183168
7.9300,2.408873,0.245637
7.9400,2.787158,0.284211
7.9500,3.376135,0.344270
7.9600,2.612365,0.266387
7.9700,1.951895,0.199038
7.9800,1.234393,0.125873
7.9900,-0.002337,-0.000238
8.0000,-1.221254,-0.124533
8.0100,-1.963840,-0.200256
8.0200,-2.658031,-0.271044
8.0300,-2.849836,-0.290602
8.0400,-2.664340,-0.271687
8.0500,-2.129488,-0.217147
8.0600,-2.026770,-0.206673
8.0700,-1.988106,-0.202730
8.0800,-1.898166,-0.193559
8.0900,-2.717080,-0.277065
8.1000,-1.659536,-0.169226
8.1100,-0.231389,-0.023595
8.1200,-0.240900,-0.024565
8.1300,0.363926,0.037110
8.1400,0.551324,0.056219
8.1500,0.221026,0.022538
8.1600,-0.537471,-0.054807
8.1700,-1.407473,-0.143522
8.1800,-1.747729,-0.178219
8.1900,-1.812802,-0.184854
8.2000,-1.875329,-0.191230
8.2100,-2.182476,-0.222551
8.2200,-2.474884,-0.252368
8.2300,-2.959960,-0.301832
8.2400,-2.608797,-0.266023
8.2500,-2.506319,-0.255573
8.2600,-1.444763,-0.147325
8.2700,-1.374473,-0.140157
8.2800,-1.569638,-0.160059
8.2900,-1.595774,-0.162724
8.3000,-1.196613,-0.122021
8.3100,-1.067451,-0.108850
8.3200,-0.695821,-0.070954
8.3300,-0.814105,-0.083016
8.3400,0.198459,0.020237
8.3500,0.394221,0.040199
8.3600,-0.409125,-0.041719
8.3700,-1.183114,-0.120644
8.3800,-1.068881,-0.108996
8.3900,-0.363178,-0.037034
8.4000,-0.809499,-0.082546
8.4100,0.274789,0.028021
8.4200,0.621868,0.063413
8.4300,0.975794,0.099503
8.4400,0.166194,0.016947
8.4500,0.383784,0.039135
8.4600,0.925846,0.094410
8.4700,1.445867,0.147437
8.4800,0.306512,0.031256
8.4900,0.379698,0.038718
8.5000,-0.676720,-0.069006
8.5100,-1.350122,-0.137674
8.5200,-1.361803,-0.138865
8.5300,-1.985150,-0.202429
8.5400,-1.026052,-0.104628
8.5500,-0.329844,-0.033635
8.5600,-0.970826,-0.098997
8.5700,-0.800728,-0.081651
8.5800,0.792055,0.080767
8.5900,1.043983,0.106457
8.6000,0.916285,0.093435
8.6100,1.403079,0.143074
8.6200,2.029019,0.206902
8.6300,1.940756,0.197902
8.6400,1.674660,0.170768
8.6500,1.499457,0.152902
8.6600,1.079324,0.110060
8.6700,0.847146,0.086385
8.6800,0.299626,0.030553
8.6900,-0.956162,-0.097501
8.7000,-1.921000,-0.195887
8.7100,-1.366903,-0.139385
8.7200,-0.446193,-0.045499
8.7300,0.026226,0.002674
8.7400,0.246671,0.025153
8.7500,0.008876,0.000905
